PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1029,"Biological scientists, all other",,3380,2.2,1.181,45.69,95030,2.1,25.86,33.76,41.32,53.00,73.66,53780,70210,85940,110250,153210,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1031,Conservation scientists,,570,11.9,0.198,36.39,75700,3.3,18.69,25.22,34.26,47.36,55.98,38870,52450,71260,98520,116440,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1032,Foresters,,80,8.2,0.029,37.64,78290,9.7,22.96,28.78,35.05,40.75,68.42,47770,59860,72900,84760,142320,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1041,Epidemiologists,,290,36.0,0.102,34.25,71230,2.8,21.77,29.36,33.44,40.25,47.82,45280,61060,69550,83720,99470,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1042,"Medical scientists, except epidemiologists",,2320,6.2,0.811,47.22,98210,3.8,26.01,34.16,45.98,57.62,67.78,54100,71060,95640,119840,140980,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-1099,"Life scientists, all other",,740,27.9,0.259,38.79,80690,6.4,18.31,22.84,32.09,54.21,69.41,38090,47510,66750,112760,144380,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2011,Astronomers,,300,9.2,0.104,61.04,126970,4.2,41.79,52.68,64.11,73.59,73.66,86930,109570,133350,153070,153210,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2012,Physicists,,1610,3.8,0.564,57.85,120320,1.7,36.32,46.88,56.77,73.65,75.86,75540,97510,118070,153190,157790,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2021,Atmospheric and space scientists,,460,3.8,0.161,51.14,106360,2.3,35.14,42.34,51.04,60.91,69.72,73100,88060,106160,126700,145010,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2031,Chemists,,3240,10.5,1.135,51.57,107270,3.0,31.51,41.47,51.54,61.53,73.65,65530,86250,107200,127980,153190,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2032,Materials scientists,,180,17.8,0.063,43.50,90470,5.6,23.76,31.72,42.64,53.83,68.18,49430,65970,88680,111970,141820,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2041,"Environmental scientists and specialists, including health",,3940,7.9,1.379,47.51,98810,5.0,22.76,30.42,45.69,58.73,71.65,47330,63270,95030,122150,149030,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2042,"Geoscientists, except hydrologists and geographers",,690,12.9,0.242,48.55,100980,4.6,22.55,33.26,46.52,61.50,75.22,46900,69190,96770,127920,156460,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2043,Hydrologists,,210,20.8,0.074,51.50,107110,14.5,20.98,29.20,44.58,56.91,#,43640,60730,92720,118380,#,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-2099,"Physical scientists, all other",,2950,5.6,1.033,56.08,116650,1.4,32.25,45.68,58.98,69.69,73.66,67090,95020,122670,144950,153210,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3011,Economists,,4540,3.9,1.587,56.75,118040,3.4,30.70,41.80,54.33,67.90,79.31,63860,86940,113010,141230,164970,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3021,Market research analysts,,10700,3.8,3.744,34.47,71700,1.8,18.09,22.61,31.15,44.26,57.02,37620,47030,64790,92070,118610,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3022,Survey researchers,,2010,7.3,0.704,34.15,71030,7.3,17.81,24.90,31.89,42.30,52.47,37050,51790,66330,87990,109140,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3031,"Clinical, counseling, and school psychologists",,2010,9.8,0.703,34.04,70800,3.7,17.50,26.73,34.49,41.10,48.55,36410,55590,71730,85490,100990,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3032,Industrial-organizational psychologists,,180,43.6,0.064,*,*,*,*,*,*,*,*,*,*,*,*,*,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3039,"Psychologists, all other",,370,1.3,0.131,48.78,101450,2.2,25.09,38.65,47.36,55.60,73.66,52190,80390,98510,115650,153200,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3041,Sociologists,,630,24.1,0.220,44.80,93180,6.2,23.08,30.24,39.46,51.65,76.13,48010,62890,82080,107430,158350,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3051,Urban and regional planners,,1040,7.2,0.365,34.55,71860,2.8,22.61,25.98,32.32,41.60,51.04,47030,54040,67220,86530,106160,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3091,Anthropologists and archeologists,,**,**,**,29.60,61570,8.0,11.84,14.16,25.63,41.47,54.33,24630,29450,53320,86260,113010,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3092,Geographers,,240,0.4,0.084,39.84,82870,1.5,24.24,29.35,39.82,45.97,54.33,50410,61050,82830,95620,113010,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3093,Historians,,540,31.9,0.188,39.81,82810,3.6,20.06,32.76,38.66,48.85,57.62,41720,68140,80400,101610,119850,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3094,Political scientists,,2700,4.5,0.946,55.32,115070,2.6,35.14,44.57,54.34,64.21,73.65,73090,92710,113030,133550,153200,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-3099,"Social scientists and related workers, all other",,6620,4.4,2.317,44.85,93290,4.1,22.86,31.50,42.18,52.93,67.27,47560,65530,87730,110100,139920,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4011,Agricultural and food science technicians,,220,31.2,0.076,22.84,47500,6.4,12.85,17.29,22.67,28.37,32.97,26730,35970,47160,59000,68570,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4021,Biological technicians,,2480,19.6,0.869,23.23,48330,2.1,13.30,16.87,22.03,28.70,35.18,27660,35080,45830,59700,73180,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4031,Chemical technicians,,490,27.6,0.171,24.72,51410,4.1,14.24,18.03,23.58,30.95,37.93,29620,37510,49050,64370,78890,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4061,Social science research assistants,,1210,9.9,0.423,23.18,48220,3.5,14.41,17.25,19.91,26.28,35.60,29980,35870,41420,54660,74050,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4091,"Environmental science and protection technicians, including health",,500,16.2,0.174,24.21,50350,4.4,13.95,17.12,22.87,29.92,38.55,29010,35610,47560,62240,80180,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4092,Forensic science technicians,,540,16.3,0.190,35.41,73650,4.9,21.74,25.27,31.49,43.18,52.94,45220,52560,65510,89820,110110,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",19-4099,"Life, physical, and social science technicians, all other",,1410,13.2,0.492,26.84,55820,3.8,13.95,17.08,25.55,34.20,44.22,29020,35520,53150,71140,91980,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-0000,Community and social services occupations,major,36550,4.3,12.791,24.84,51660,3.1,11.69,15.88,22.72,31.36,41.79,24310,33040,47260,65220,86930,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1011,Substance abuse and behavioral disorder counselors,,1350,10.8,0.471,23.05,47950,3.5,12.78,15.92,21.76,28.83,35.53,26590,33110,45260,59960,73910,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1012,"Educational, vocational, and school counselors",,5740,8.9,2.009,32.28,67150,4.9,16.98,22.76,30.81,41.05,50.77,35310,47340,64080,85390,105600,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1013,Marriage and family therapists,,320,19.1,0.113,26.65,55430,2.7,17.74,21.51,25.70,31.89,37.22,36900,44730,53450,66330,77420,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1014,Mental health counselors,,2130,6.4,0.746,26.27,54630,3.1,16.19,19.60,24.50,31.06,41.08,33680,40760,50970,64610,85450,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1015,Rehabilitation counselors,,3610,9.8,1.263,15.41,32050,3.1,9.82,11.15,13.64,17.94,23.83,20430,23180,28370,37310,49560,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1019,"Counselors, all other",,330,8.3,0.116,23.20,48250,5.2,15.93,18.37,21.39,26.90,34.73,33140,38220,44490,55960,72240,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1021,"Child, family, and school social workers",,5170,8.0,1.810,25.97,54020,3.5,14.41,17.61,24.50,32.80,40.89,29970,36630,50950,68230,85050,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1022,Medical and public health social workers,,1560,8.2,0.547,28.47,59210,1.9,18.53,23.03,28.03,33.33,39.71,38540,47910,58310,69320,82590,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1023,Mental health and substance abuse social workers,,2360,11.3,0.825,25.45,52930,2.8,16.00,19.86,24.71,30.46,36.61,33280,41300,51390,63360,76160,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1029,"Social workers, all other",,970,20.0,0.338,24.50,50950,7.5,10.15,14.60,22.58,34.77,41.01,21110,30370,46960,72330,85300,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1091,Health educators,,2590,9.4,0.905,38.45,79990,6.2,19.87,26.27,35.19,49.78,62.55,41330,54650,73200,103540,130110,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1092,Probation officers and correctional treatment specialists,,1250,8.7,0.437,25.39,52810,3.0,16.85,19.93,23.95,29.91,36.95,35050,41450,49810,62200,76850,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1093,Social and human service assistants,,5840,14.9,2.045,16.50,34320,3.4,9.28,11.92,15.33,19.64,24.91,19290,24800,31890,40860,51820,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-1099,"Community and social service specialists, all other",,2050,11.5,0.716,21.59,44910,4.7,9.17,15.33,21.60,27.56,33.75,19070,31880,44930,57330,70200,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-2011,Clergy,,660,15.9,0.231,23.28,48430,7.4,10.93,14.19,20.16,29.70,36.55,22740,29520,41940,61780,76020,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-2021,"Directors, religious activities and education",,450,20.8,0.158,24.22,50370,6.4,12.50,17.05,22.93,30.36,36.83,26010,35470,47690,63150,76600,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21-2099,"Religious workers, all other",,**,**,**,17.14,35650,14.4,7.12,9.61,15.28,25.75,30.04,14810,20000,31770,53550,62490,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-0000,Legal occupations,major,65370,1.9,22.875,58.30,121260,2.7,22.90,33.63,55.13,73.66,#,47640,69940,114670,153210,#,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-1011,Lawyers,,40940,2.9,14.325,72.50,150800,2.7,38.26,52.20,69.72,#,#,79590,108590,145010,#,#,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-1021,"Administrative law judges, adjudicators, and hearing officers",,420,0.3,0.148,54.65,113660,6.1,24.68,41.79,57.12,74.51,78.32,51330,86920,118810,154980,162900,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-1022,"Arbitrators, mediators, and conciliators",,460,28.8,0.160,51.51,107150,22.4,19.77,23.23,34.33,67.71,#,41120,48320,71400,140840,#,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-2011,Paralegals and legal assistants,,11250,4.0,3.935,29.36,61060,3.4,16.89,20.84,27.33,35.19,45.31,35140,43340,56840,73190,94250,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-2091,Court reporters,,1080,21.0,0.376,21.73,45200,3.4,15.11,17.26,21.55,24.93,30.78,31430,35900,44820,51850,64020,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-2092,Law clerks,,1180,13.7,0.414,27.78,57790,3.6,15.63,19.55,26.38,33.18,42.01,32510,40660,54880,69010,87380,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23-2093,"Title examiners, abstractors, and searchers",,1020,29.1,0.357,21.49,44690,3.8,16.23,18.20,20.49,23.57,27.90,33750,37850,42620,49030,58030,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-0000,"Education, training, and library occupations",major,183440,2.2,64.189,28.45,59170,3.3,11.43,16.86,26.23,37.35,48.47,23780,35070,54560,77680,100820,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1011,"Business teachers, postsecondary",,2360,18.8,0.824,*,73960,4.1,*,*,*,*,*,32260,44830,67330,93280,125920,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1021,"Computer science teachers, postsecondary",,1020,7.0,0.355,*,68730,4.1,*,*,*,*,*,33770,45470,63930,83180,108720,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1022,"Mathematical science teachers, postsecondary",,1060,18.1,0.372,*,70470,3.3,*,*,*,*,*,33150,46100,64350,86990,120020,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1031,"Architecture teachers, postsecondary",,**,**,**,*,81090,3.3,*,*,*,*,*,39190,60730,80130,97810,120610,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1032,"Engineering teachers, postsecondary",,**,**,**,*,87080,4.0,*,*,*,*,*,43090,64330,79660,105090,139310,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1041,"Agricultural sciences teachers, postsecondary",,90,46.5,0.031,*,81290,4.2,*,*,*,*,*,44960,55840,73730,106000,135860,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1042,"Biological science teachers, postsecondary",,800,17.6,0.281,*,78050,4.3,*,*,*,*,*,36170,49010,67730,92780,139460,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,60,35.4,0.021,*,67830,7.3,*,*,*,*,*,32050,43400,64780,86750,115270,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1052,"Chemistry teachers, postsecondary",,410,11.8,0.142,*,79850,2.4,*,*,*,*,*,41350,54050,70330,95080,136350,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1053,"Environmental science teachers, postsecondary",,70,36.6,0.024,*,74990,5.6,*,*,*,*,*,33920,46930,70820,97800,121290,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1054,"Physics teachers, postsecondary",,300,29.4,0.106,*,86400,3.0,*,*,*,*,*,45240,57930,76400,106270,148320,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1061,"Anthropology and archeology teachers, postsecondary",,140,29.1,0.049,*,77380,6.2,*,*,*,*,*,45460,56640,71300,90780,121130,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",,160,23.6,0.055,*,99780,7.4,*,*,*,*,*,38500,57400,80610,129390,#,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1063,"Economics teachers, postsecondary",,440,14.0,0.152,*,86730,3.2,*,*,*,*,*,36770,57240,78680,105410,146850,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1064,"Geography teachers, postsecondary",,**,**,**,*,57660,3.1,*,*,*,*,*,32040,39420,55870,72790,88290,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1065,"Political science teachers, postsecondary",,840,33.7,0.295,*,76480,2.5,*,*,*,*,*,38930,53560,69480,94920,124560,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1066,"Psychology teachers, postsecondary",,810,16.7,0.282,*,65740,3.6,*,*,*,*,*,33410,43990,62100,80210,101920,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1067,"Sociology teachers, postsecondary",,290,26.8,0.101,*,70790,3.3,*,*,*,*,*,34710,47310,64720,85980,119340,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1071,"Health specialties teachers, postsecondary",,4430,25.7,1.550,*,103890,6.9,*,*,*,*,*,41840,59820,88310,143170,#,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1072,"Nursing instructors and teachers, postsecondary",,940,48.7,0.329,*,63430,2.9,*,*,*,*,*,34340,48430,62740,78650,92850,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1081,"Education teachers, postsecondary",,920,24.4,0.322,*,60760,3.9,*,*,*,*,*,29090,42620,59310,74280,96290,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1111,"Criminal justice and law enforcement teachers, postsecondary",,260,22.2,0.090,*,58870,4.3,*,*,*,*,*,24560,34580,56320,74690,97700,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1112,"Law teachers, postsecondary",,1030,27.4,0.361,*,112050,3.8,*,*,*,*,*,40790,66210,108130,147680,#,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1113,"Social work teachers, postsecondary",,**,**,**,*,66460,5.2,*,*,*,*,*,37200,51430,62890,79260,100640,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1121,"Art, drama, and music teachers, postsecondary",,1610,14.5,0.562,*,63540,4.3,*,*,*,*,*,29710,41150,59060,80230,105850,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1122,"Communications teachers, postsecondary",,640,23.5,0.224,*,62370,2.6,*,*,*,*,*,30640,45940,60130,77980,96220,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1123,"English language and literature teachers, postsecondary",,1590,16.7,0.556,*,64080,3.3,*,*,*,*,*,32650,43590,60210,79700,102530,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1124,"Foreign language and literature teachers, postsecondary",,1080,20.3,0.377,*,57380,3.9,*,*,*,*,*,32830,41020,52880,68240,89990,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1125,"History teachers, postsecondary",,560,25.0,0.198,*,67790,2.2,*,*,*,*,*,34600,46270,63790,82730,107680,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1126,"Philosophy and religion teachers, postsecondary",,490,20.6,0.170,*,63650,5.5,*,*,*,*,*,30410,41460,59120,79280,103780,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1191,Graduate teaching assistants,,2010,28.3,0.703,*,33610,6.9,*,*,*,*,*,16510,22020,32310,42980,52750,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1193,"Recreation and fitness studies teachers, postsecondary",,530,48.9,0.185,*,58690,7.2,*,*,*,*,*,30580,39400,55580,74580,93350,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1194,"Vocational education teachers, postsecondary",,670,19.9,0.234,25.26,52530,5.2,13.75,18.50,24.78,31.11,38.02,28610,38470,51540,64710,79080,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-1199,"Postsecondary teachers, all other",,1060,34.5,0.370,*,70360,8.0,*,*,*,*,*,29930,44330,60740,93320,115500,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2011,"Preschool teachers, except special education",,10650,5.5,3.726,14.45,30060,3.3,8.96,10.80,13.14,16.18,20.99,18630,22470,27320,33650,43660,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2012,"Kindergarten teachers, except special education",,3690,10.3,1.293,*,61570,6.6,*,*,*,*,*,29430,42840,55650,79040,101230,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2021,"Elementary school teachers, except special education",,30700,5.3,10.741,*,68230,5.7,*,*,*,*,*,38640,50100,67520,84080,103940,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2022,"Middle school teachers, except special and vocational education",,12230,13.1,4.278,*,72080,4.2,*,*,*,*,*,43640,53760,71200,88260,106380,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2023,"Vocational education teachers, middle school",,400,18.2,0.141,*,70890,9.6,*,*,*,*,*,41310,56340,69620,86150,107590,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2031,"Secondary school teachers, except special and vocational education",,21370,12.0,7.476,*,68020,4.7,*,*,*,*,*,42880,50400,65500,83570,102150,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2032,"Vocational education teachers, secondary school",,1650,9.3,0.579,*,70210,6.1,*,*,*,*,*,38980,51750,70260,88390,106370,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,5310,6.0,1.859,*,71240,6.3,*,*,*,*,*,42020,51510,69140,89410,109530,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2042,"Special education teachers, middle school",,2490,17.4,0.871,*,72730,5.6,*,*,*,*,*,40680,53400,71900,91670,111670,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-2043,"Special education teachers, secondary school",,3270,11.1,1.145,*,76290,8.2,*,*,*,*,*,45070,56340,75430,95290,115570,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,940,15.3,0.328,22.13,46020,3.9,13.14,17.18,22.07,26.39,31.54,27330,35740,45910,54890,65610,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-3021,Self-enrichment education teachers,,4000,11.4,1.399,20.26,42140,4.0,8.60,12.93,18.61,25.03,33.38,17880,26890,38720,52070,69430,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-3099,"Teachers and instructors, all other",,19890,9.4,6.960,*,47120,4.0,*,*,*,*,*,21560,28710,42430,62990,74660,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-4011,Archivists,,300,2.9,0.106,34.57,71910,1.9,19.69,24.24,35.14,43.35,48.76,40960,50410,73100,90170,101420,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-4012,Curators,,320,11.4,0.113,35.70,74250,4.5,17.32,24.19,35.15,44.28,57.05,36020,50310,73110,92090,118660,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-4013,Museum technicians and conservators,,1110,2.2,0.389,27.12,56420,3.4,14.30,17.82,25.05,34.21,42.18,29730,37070,52100,71150,87730,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-4021,Librarians,,4760,3.5,1.665,34.52,71790,2.3,21.02,26.44,34.15,41.98,50.16,43720,54990,71030,87320,104320,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-4031,Library technicians,,2660,10.2,0.930,21.10,43890,2.9,12.16,16.00,20.83,25.75,29.70,25300,33270,43320,53550,61770,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-9011,Audio-visual collections specialists,,300,20.6,0.104,31.49,65490,9.8,14.03,21.02,30.38,41.44,50.48,29190,43710,63180,86200,104990,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-9021,Farm and home management advisors,,40,45.6,0.014,23.39,48660,10.1,15.35,17.01,22.16,29.25,35.54,31920,35380,46090,60830,73930,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-9031,Instructional coordinators,,4790,6.8,1.675,35.45,73730,4.6,17.32,23.34,35.36,45.62,55.46,36030,48550,73550,94900,115350,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-9041,Teacher assistants,,21750,4.3,7.612,*,29480,5.1,*,*,*,*,*,17250,20640,26850,36300,48160,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-9099,"Education, training, and library workers, all other",,2670,35.1,0.934,22.49,46780,7.9,9.55,14.30,22.11,27.44,37.14,19860,29740,45990,57070,77250,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-0000,"Arts, design, entertainment, sports, and media occupations",major,63270,2.5,22.140,33.21,69080,1.9,13.31,20.32,30.19,41.80,54.33,27680,42260,62800,86930,113010,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1011,Art directors,,750,13.4,0.263,35.85,74570,3.3,18.42,25.33,34.68,45.16,53.06,38320,52680,72120,93930,110370,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1013,"Fine artists, including painters, sculptors, and illustrators",,170,26.2,0.060,25.03,52050,11.2,9.57,16.68,24.27,34.18,42.19,19900,34690,50470,71090,87760,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1014,Multi-media artists and animators,,740,18.5,0.259,29.79,61960,3.9,18.65,22.61,28.47,34.78,44.49,38790,47040,59220,72350,92540,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1019,"Artists and related workers, all other",,1690,2.0,0.592,38.90,80920,1.8,24.24,32.26,38.66,45.69,51.55,50410,67090,80410,95030,107220,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1021,Commercial and industrial designers,,**,**,**,22.95,47740,3.6,16.28,17.40,19.46,28.09,31.71,33850,36180,40480,58420,65960,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1022,Fashion designers,,**,**,**,17.72,36850,4.4,13.05,13.84,15.16,16.37,20.45,27150,28800,31530,34050,42530,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1023,Floral designers,,920,13.7,0.321,14.07,29260,4.8,7.85,11.19,14.38,16.86,19.73,16320,23270,29910,35070,41030,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1024,Graphic designers,,6230,6.1,2.181,28.71,59710,2.3,15.92,20.57,27.22,36.16,44.52,33110,42790,56610,75220,92600,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",27-1025,Interior designers,,1960,13.2,0.687,30.16,62720,2.7,17.35,21.44,27.85,35.51,47.24,36090,44600,57930,73860,98250,,
