AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
"Los Angeles-Long Beach-Anaheim, CA",Occupational therapist assistants,,850,13.0,0.158,27.79,57800,2.8,17.94,24.18,28.82,32.80,35.81,37310,50300,59950,68220,74490,,,
"Los Angeles-Long Beach-Anaheim, CA",Occupational therapist aides,,360,22.3,0.066,14.88,30940,6.4,9.50,11.46,14.06,15.93,18.95,19750,23830,29250,33130,39410,,,
"Los Angeles-Long Beach-Anaheim, CA",Physical therapist assistants,,1450,10.6,0.269,26.60,55320,2.3,16.72,22.93,27.45,31.28,34.71,34790,47700,57100,65060,72190,,,
"Los Angeles-Long Beach-Anaheim, CA",Physical therapist aides,,2290,11.7,0.425,13.30,27670,3.2,9.12,10.80,12.99,15.38,18.30,18970,22470,27020,31990,38070,,,
"Los Angeles-Long Beach-Anaheim, CA",Massage therapists,,1940,9.8,0.360,18.66,38820,4.7,9.77,12.70,17.70,21.72,28.42,20320,26410,36810,45170,59120,,,
"Los Angeles-Long Beach-Anaheim, CA",Dental assistants,,16160,5.2,2.996,15.47,32180,2.7,10.41,11.84,14.49,18.22,23.08,21650,24630,30140,37910,48000,,,
"Los Angeles-Long Beach-Anaheim, CA",Medical assistants,,29680,4.0,5.501,14.49,30140,1.6,9.86,11.38,14.00,17.15,20.17,20510,23680,29120,35670,41960,,,
"Los Angeles-Long Beach-Anaheim, CA",Medical equipment preparers,,1980,13.3,0.367,13.16,27380,2.1,8.50,9.22,13.06,15.84,18.68,17690,19180,27150,32940,38850,,,
"Los Angeles-Long Beach-Anaheim, CA",Medical transcriptionists,,2000,7.9,0.371,19.75,41070,2.0,13.33,17.04,20.07,23.03,25.75,27720,35440,41740,47890,53550,,,
"Los Angeles-Long Beach-Anaheim, CA",Pharmacy aides,,3670,19.5,0.679,11.42,23750,4.4,8.46,8.97,9.97,12.48,17.56,17590,18650,20730,25960,36530,,,
"Los Angeles-Long Beach-Anaheim, CA",Veterinary assistants and laboratory animal caretakers,,1740,16.0,0.323,12.29,25570,5.6,8.59,9.26,10.91,14.90,17.99,17870,19250,22690,31000,37420,,,
"Los Angeles-Long Beach-Anaheim, CA","Healthcare support workers, all other",,8720,9.0,1.616,16.49,34290,2.3,10.56,12.96,15.76,19.12,23.45,21960,26970,32780,39780,48770,,,
"Los Angeles-Long Beach-Anaheim, CA",Protective service occupations,major,135720,1.5,25.155,24.24,50420,8.1,9.19,10.95,16.55,36.82,49.92,19110,22780,34430,76570,103830,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of correctional officers,,290,5.6,0.054,42.31,88000,3.0,31.90,36.15,40.74,47.80,56.53,66360,75200,84740,99430,117590,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of police and detectives,,**,**,**,62.10,129170,2.4,49.26,56.30,62.33,68.27,74.89,102460,117110,129640,142000,155760,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of fire fighting and prevention workers,,**,**,**,57.69,119990,4.7,36.39,48.02,55.36,67.07,#,75700,99890,115140,139510,#,,,
"Los Angeles-Long Beach-Anaheim, CA","First-line supervisors/managers, protective service workers, all other",,2560,10.2,0.474,23.45,48770,4.0,13.06,15.33,19.82,30.49,39.04,27150,31880,41220,63410,81200,,,
"Los Angeles-Long Beach-Anaheim, CA",Fire fighters,,10110,2.0,1.875,41.35,86010,4.8,23.09,31.33,42.24,52.41,60.66,48020,65170,87850,109000,126170,,,
"Los Angeles-Long Beach-Anaheim, CA",Fire inspectors and investigators,,270,4.8,0.050,44.68,92930,5.8,29.49,36.53,47.31,53.11,56.99,61350,75980,98400,110470,118530,,,
"Los Angeles-Long Beach-Anaheim, CA",Correctional officers and jailers,,**,**,**,27.06,56280,4.0,20.24,22.84,25.84,29.31,37.45,42100,47510,53740,60970,77900,,,
"Los Angeles-Long Beach-Anaheim, CA",Parking enforcement workers,,690,7.4,0.128,19.95,41490,1.6,13.12,15.93,19.78,23.44,27.54,27290,33130,41150,48760,57290,,,
"Los Angeles-Long Beach-Anaheim, CA",Police and sheriff's patrol officers,,27590,0.8,5.114,40.24,83710,1.8,29.29,34.34,40.29,46.49,53.57,60930,71420,83810,96710,111430,,,
"Los Angeles-Long Beach-Anaheim, CA",Transit and railroad police,,50,8.6,0.009,23.50,48890,3.8,16.32,19.72,24.40,27.00,28.56,33940,41010,50750,56160,59410,,,
"Los Angeles-Long Beach-Anaheim, CA",Animal control workers,,700,3.3,0.129,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Los Angeles-Long Beach-Anaheim, CA",Private detectives and investigators,,**,**,**,26.19,54460,3.8,15.79,20.71,26.03,29.89,34.63,32850,43090,54140,62160,72030,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming surveillance officers and gaming investigators,,80,20.4,0.014,16.62,34580,6.9,11.43,13.16,15.08,17.88,23.75,23780,27380,31360,37190,49400,,,
"Los Angeles-Long Beach-Anaheim, CA",Security guards,,64220,3.6,11.903,12.43,25850,2.4,8.73,9.67,11.31,13.33,17.29,18160,20100,23520,27720,35970,,,
"Los Angeles-Long Beach-Anaheim, CA",Crossing guards,,3570,5.1,0.662,9.68,20130,4.7,8.42,8.78,9.36,9.89,11.36,17520,18260,19460,20580,23640,,,
"Los Angeles-Long Beach-Anaheim, CA","Lifeguards, ski patrol, and other recreational protective service workers",,4570,4.6,0.847,15.47,32170,6.7,8.97,10.15,13.02,18.59,25.83,18660,21120,27080,38660,53720,,,
"Los Angeles-Long Beach-Anaheim, CA","Protective service workers, all other",,5240,5.1,0.972,18.63,38750,2.9,10.53,13.34,17.39,23.32,27.94,21900,27760,36160,48510,58120,,,
"Los Angeles-Long Beach-Anaheim, CA",Food preparation and serving related occupations,major,448480,0.8,83.124,10.43,21690,0.7,8.27,8.64,9.26,10.80,14.25,17200,17970,19250,22460,29640,,,
"Los Angeles-Long Beach-Anaheim, CA",Chefs and head cooks,,3880,8.5,0.719,22.46,46720,3.8,11.63,15.20,20.76,26.78,36.23,24190,31610,43170,55700,75370,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of food preparation and serving workers,,30850,2.5,5.718,14.54,30250,1.2,9.96,11.04,13.23,17.17,21.57,20720,22960,27520,35720,44870,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, fast food",,41340,4.7,7.662,9.19,19120,0.9,8.19,8.45,8.93,9.47,10.40,17030,17580,18570,19700,21640,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, institution and cafeteria",,6970,5.5,1.291,13.17,27400,1.8,9.46,10.70,12.46,15.08,18.27,19690,22250,25910,31370,37990,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, private household",,**,**,**,12.63,26260,18.5,8.82,9.77,11.42,12.89,20.71,18350,20320,23760,26810,43070,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, restaurant",,35960,3.2,6.666,11.91,24770,1.3,9.10,10.20,11.51,13.41,15.44,18930,21220,23950,27900,32120,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, short order",,4710,21.8,0.872,11.10,23080,1.3,8.70,9.68,10.83,12.22,14.06,18100,20130,22530,25430,29250,,,
"Los Angeles-Long Beach-Anaheim, CA","Cooks, all other",,920,17.6,0.170,14.13,29400,6.7,9.01,10.67,13.03,16.32,22.51,18740,22190,27100,33940,46810,,,
"Los Angeles-Long Beach-Anaheim, CA",Food preparation workers,,38100,8.0,7.062,10.00,20790,1.3,8.29,8.64,9.21,10.42,13.15,17250,17970,19160,21680,27350,,,
"Los Angeles-Long Beach-Anaheim, CA",Bartenders,,14670,5.9,2.719,10.51,21860,2.2,8.29,8.62,9.18,10.24,14.48,17240,17940,19100,21300,30120,,,
"Los Angeles-Long Beach-Anaheim, CA","Combined food preparation and serving workers, including fast food",,87150,2.8,16.153,9.45,19650,0.7,8.19,8.49,9.01,9.63,11.23,17040,17670,18740,20040,23360,,,
"Los Angeles-Long Beach-Anaheim, CA","Counter attendants, cafeteria, food concession, and coffee shop",,27360,8.1,5.071,9.74,20260,1.0,8.32,8.65,9.19,9.98,12.10,17300,17980,19120,20750,25170,,,
"Los Angeles-Long Beach-Anaheim, CA",Waiters and waitresses,,88170,1.6,16.342,10.17,21150,1.8,8.26,8.56,9.07,9.71,12.89,17180,17810,18870,20190,26810,,,
"Los Angeles-Long Beach-Anaheim, CA","Food servers, nonrestaurant",,4310,6.9,0.799,11.31,23530,1.8,8.19,8.77,10.09,13.01,15.53,17030,18230,20980,27050,32290,,,
"Los Angeles-Long Beach-Anaheim, CA",Dining room and cafeteria attendants and bartender helpers,,22330,7.2,4.138,9.51,19770,1.5,8.19,8.47,8.94,9.50,11.06,17040,17620,18600,19770,23000,,,
"Los Angeles-Long Beach-Anaheim, CA",Dishwashers,,23330,4.0,4.324,9.22,19170,0.8,8.20,8.49,8.97,9.56,10.65,17060,17660,18660,19890,22160,,,
"Los Angeles-Long Beach-Anaheim, CA","Hosts and hostesses, restaurant, lounge, and coffee shop",,16140,4.4,2.991,9.70,20180,1.3,8.27,8.61,9.17,10.00,11.85,17200,17910,19080,20800,24650,,,
"Los Angeles-Long Beach-Anaheim, CA","Food preparation and serving related workers, all other",,2250,15.5,0.416,9.35,19440,1.7,8.19,8.45,8.96,9.62,11.22,17030,17580,18640,20000,23340,,,
"Los Angeles-Long Beach-Anaheim, CA",Building and grounds cleaning and maintenance occupations,major,153060,1.6,28.369,12.71,26430,1.2,8.61,9.37,11.18,14.36,19.74,17900,19490,23250,29860,41050,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of housekeeping and janitorial workers,,5790,5.8,1.074,18.98,39480,1.5,11.93,14.24,17.54,22.31,28.55,24820,29620,36480,46400,59390,,,
"Los Angeles-Long Beach-Anaheim, CA","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,2960,6.1,0.549,23.60,49090,3.1,13.32,15.75,22.10,29.84,37.25,27710,32770,45960,62070,77470,,,
"Los Angeles-Long Beach-Anaheim, CA","Janitors and cleaners, except maids and housekeeping cleaners",,74210,3.0,13.754,12.21,25400,1.5,8.56,9.28,10.87,13.74,19.03,17810,19300,22610,28590,39580,,,
"Los Angeles-Long Beach-Anaheim, CA",Maids and housekeeping cleaners,,30570,5.6,5.666,10.76,22370,1.1,8.45,8.95,9.96,12.19,14.41,17570,18610,20710,25360,29970,,,
"Los Angeles-Long Beach-Anaheim, CA","Building cleaning workers, all other",,70,45.9,0.013,12.00,24950,3.4,8.83,10.17,11.41,12.66,16.89,18370,21150,23740,26340,35130,,,
"Los Angeles-Long Beach-Anaheim, CA",Pest control workers,,3250,5.6,0.602,15.81,32890,5.5,11.42,12.68,14.35,18.39,22.74,23760,26380,29850,38250,47310,,,
"Los Angeles-Long Beach-Anaheim, CA",Landscaping and groundskeeping workers,,33450,3.6,6.200,13.06,27160,2.4,8.73,9.70,11.55,14.81,20.69,18170,20180,24020,30810,43040,,,
"Los Angeles-Long Beach-Anaheim, CA","Pesticide handlers, sprayers, and applicators, vegetation",,250,20.4,0.047,19.77,41130,3.2,11.22,15.65,20.00,24.50,27.56,23330,32540,41610,50970,57320,,,
"Los Angeles-Long Beach-Anaheim, CA",Tree trimmers and pruners,,2270,35.8,0.420,14.19,29510,7.7,10.17,10.85,12.09,16.76,20.48,21150,22560,25150,34870,42590,,,
"Los Angeles-Long Beach-Anaheim, CA","Grounds maintenance workers, all other",,240,11.2,0.044,16.64,34620,9.4,10.27,11.49,14.26,21.26,27.34,21350,23900,29660,44220,56860,,,
"Los Angeles-Long Beach-Anaheim, CA",Personal care and service occupations,major,126720,2.6,23.487,12.54,26080,1.2,8.49,9.10,10.60,13.84,19.48,17670,18940,22040,28790,40520,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming supervisors,,120,16.7,0.022,25.74,53540,6.7,13.42,17.77,24.47,34.55,39.15,27910,36960,50900,71860,81420,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of personal service workers,,5280,4.9,0.978,21.03,43750,3.3,13.00,15.32,19.23,25.54,31.80,27030,31860,39990,53120,66150,,,
"Los Angeles-Long Beach-Anaheim, CA",Animal trainers,,520,15.5,0.097,18.06,37560,4.6,9.00,10.79,16.16,22.67,26.15,18730,22440,33600,47160,54400,,,
"Los Angeles-Long Beach-Anaheim, CA",Nonfarm animal caretakers,,4770,11.0,0.884,11.05,22990,3.5,8.41,8.88,9.70,11.91,16.51,17500,18470,20180,24770,34340,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming dealers,,3520,30.1,0.653,9.93,20640,5.6,8.28,8.54,8.97,9.53,14.19,17220,17760,18660,19830,29520,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming and sports book writers and runners,,470,15.4,0.087,18.84,39190,8.0,9.56,15.84,20.72,22.68,24.18,19890,32950,43090,47180,50300,,,
"Los Angeles-Long Beach-Anaheim, CA","Gaming service workers, all other",,1560,19.8,0.290,13.02,27090,5.1,8.71,9.47,11.92,15.27,19.86,18110,19710,24800,31760,41310,,,
"Los Angeles-Long Beach-Anaheim, CA",Motion picture projectionists,,690,23.5,0.128,12.53,26070,4.6,8.58,9.32,11.17,13.17,14.45,17850,19380,23240,27380,30050,,,
"Los Angeles-Long Beach-Anaheim, CA","Ushers, lobby attendants, and ticket takers",,4860,12.1,0.901,10.41,21660,1.8,8.30,8.81,9.77,11.54,13.51,17270,18330,20320,24000,28100,,,
"Los Angeles-Long Beach-Anaheim, CA",Amusement and recreation attendants,,15210,3.9,2.819,9.80,20380,1.3,8.36,8.73,9.35,10.36,11.74,17380,18150,19440,21550,24410,,,
"Los Angeles-Long Beach-Anaheim, CA",Costume attendants,,**,**,**,14.15,29430,11.6,8.41,8.83,9.66,15.87,29.66,17490,18360,20100,33010,61690,,,
"Los Angeles-Long Beach-Anaheim, CA","Locker room, coatroom, and dressing room attendants",,700,7.5,0.129,11.15,23200,3.4,8.43,9.09,10.74,12.33,14.50,17540,18920,22340,25640,30160,,,
"Los Angeles-Long Beach-Anaheim, CA",Embalmers,,270,30.6,0.050,21.54,44800,6.2,13.40,17.39,20.79,26.58,30.89,27880,36180,43230,55290,64260,,,
"Los Angeles-Long Beach-Anaheim, CA",Funeral attendants,,790,12.0,0.146,13.44,27950,2.5,10.29,11.36,13.11,15.34,17.72,21400,23620,27270,31910,36860,,,
"Los Angeles-Long Beach-Anaheim, CA",Barbers,,**,**,**,12.22,25410,11.0,9.74,10.48,11.97,13.91,15.25,20250,21800,24890,28940,31730,,,
"Los Angeles-Long Beach-Anaheim, CA","Hairdressers, hairstylists, and cosmetologists",,8580,10.0,1.591,11.73,24400,3.6,8.42,8.91,9.87,11.70,16.47,17510,18530,20530,24330,34260,,,
"Los Angeles-Long Beach-Anaheim, CA","Makeup artists, theatrical and performance",,280,17.2,0.052,38.46,80000,6.0,18.42,24.27,37.90,49.10,56.85,38310,50470,78840,102130,118260,,,
"Los Angeles-Long Beach-Anaheim, CA",Manicurists and pedicurists,,5620,12.6,1.042,9.46,19680,2.3,8.27,8.56,9.04,9.63,11.18,17200,17800,18800,20030,23260,,,
"Los Angeles-Long Beach-Anaheim, CA",Shampooers,,**,**,**,9.00,18720,5.7,8.18,8.36,8.81,9.29,10.46,17020,17380,18320,19320,21750,,,
"Los Angeles-Long Beach-Anaheim, CA",Skin care specialists,,1040,18.4,0.193,17.39,36180,12.9,9.00,10.34,14.16,19.61,29.97,18730,21510,29450,40780,62330,,,
"Los Angeles-Long Beach-Anaheim, CA",Baggage porters and bellhops,,2220,13.3,0.411,11.74,24420,2.8,8.44,9.05,10.25,12.12,17.43,17550,18820,21320,25220,36260,,,
"Los Angeles-Long Beach-Anaheim, CA",Concierges,,960,16.3,0.178,13.78,28660,2.8,10.04,11.29,13.09,15.12,18.23,20880,23490,27230,31440,37920,,,
"Los Angeles-Long Beach-Anaheim, CA",Tour guides and escorts,,980,16.8,0.182,12.38,25750,3.7,8.60,9.29,11.41,14.39,17.78,17890,19330,23740,29920,36980,,,
"Los Angeles-Long Beach-Anaheim, CA",Travel guides,,410,23.7,0.075,17.21,35800,7.6,11.14,13.23,15.60,20.09,25.89,23170,27510,32460,41800,53840,,,
"Los Angeles-Long Beach-Anaheim, CA",Flight attendants,,4730,2.5,0.877,*,40610,7.3,*,*,*,*,*,27340,30270,38200,49070,58190,True,,
"Los Angeles-Long Beach-Anaheim, CA","Transportation attendants, except flight attendants and baggage porters",,920,13.5,0.170,12.45,25890,5.1,8.91,9.66,11.13,15.26,18.42,18540,20100,23160,31740,38320,,,
"Los Angeles-Long Beach-Anaheim, CA",Child care workers,,19220,5.7,3.563,11.22,23340,1.6,8.54,9.18,10.55,12.44,15.07,17770,19100,21940,25880,31350,,,
"Los Angeles-Long Beach-Anaheim, CA",Personal and home care aides,,15460,13.4,2.866,10.27,21360,1.3,8.45,8.99,9.98,11.30,12.36,17570,18700,20750,23510,25720,,,
"Los Angeles-Long Beach-Anaheim, CA",Fitness trainers and aerobics instructors,,8200,5.7,1.519,19.42,40400,2.7,11.77,14.14,18.01,23.81,29.84,24480,29400,37470,49530,62060,,,
"Los Angeles-Long Beach-Anaheim, CA",Recreation workers,,13690,4.1,2.537,12.03,25030,1.6,8.67,9.55,11.31,13.63,16.33,18040,19860,23530,28350,33960,,,
"Los Angeles-Long Beach-Anaheim, CA",Residential advisors,,530,17.3,0.098,14.70,30570,7.6,8.69,9.55,14.44,17.42,22.40,18080,19870,30030,36220,46600,,,
"Los Angeles-Long Beach-Anaheim, CA","Personal care and service workers, all other",,2090,16.1,0.387,12.28,25550,4.8,8.38,9.03,10.78,14.16,18.21,17430,18780,22430,29450,37870,,,
"Los Angeles-Long Beach-Anaheim, CA",Sales and related occupations,major,547860,1.1,101.545,18.98,39470,1.2,8.44,9.19,13.00,22.21,36.97,17550,19110,27040,46190,76900,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of retail sales workers,,39770,2.5,7.372,20.16,41930,1.4,11.44,14.11,18.14,23.27,29.73,23790,29350,37730,48390,61830,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of non-retail sales workers,,10090,3.9,1.870,37.19,77360,2.1,17.35,24.79,32.97,45.00,62.61,36080,51560,68570,93600,130230,,,
"Los Angeles-Long Beach-Anaheim, CA",Cashiers,,123070,3.5,22.811,10.50,21840,1.1,8.19,8.58,9.23,11.21,15.09,17040,17850,19200,23320,31390,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming change persons and booth cashiers,,220,46.7,0.041,10.12,21050,3.5,8.32,8.80,10.00,11.23,12.07,17310,18310,20800,23360,25110,,,
"Los Angeles-Long Beach-Anaheim, CA",Counter and rental clerks,,25550,4.5,4.735,12.13,25240,1.7,8.26,8.77,10.04,13.78,18.76,17170,18230,20890,28670,39020,,,
"Los Angeles-Long Beach-Anaheim, CA",Parts salespersons,,6460,7.5,1.198,16.23,33750,2.4,9.64,11.19,14.49,19.22,26.51,20060,23280,30140,39980,55150,,,
"Los Angeles-Long Beach-Anaheim, CA",Retail salespersons,,158900,2.7,29.451,12.32,25630,1.4,8.28,8.79,9.99,13.45,18.56,17230,18290,20770,27970,38610,,,
"Los Angeles-Long Beach-Anaheim, CA",Advertising sales agents,,6050,8.3,1.121,29.30,60950,3.2,12.60,17.21,23.67,34.20,54.01,26210,35790,49230,71130,112330,,,
"Los Angeles-Long Beach-Anaheim, CA",Insurance sales agents,,10250,7.1,1.900,34.60,71970,5.2,15.18,20.10,26.70,37.61,62.30,31570,41810,55530,78220,129580,,,
"Los Angeles-Long Beach-Anaheim, CA","Securities, commodities, and financial services sales agents",,10830,7.1,2.007,44.30,92140,6.2,15.83,19.86,32.19,55.74,#,32930,41310,66950,115930,#,,,
"Los Angeles-Long Beach-Anaheim, CA",Travel agents,,5150,8.0,0.954,16.44,34190,4.2,9.97,12.28,15.45,18.54,22.21,20740,25540,32130,38570,46200,,,
"Los Angeles-Long Beach-Anaheim, CA","Sales representatives, services, all other",,32210,3.9,5.971,28.42,59110,1.8,13.22,17.30,24.82,34.50,48.34,27500,35990,51620,71760,100560,,,
"Los Angeles-Long Beach-Anaheim, CA","Sales representatives, wholesale and manufacturing, technical and scientific products",,18920,6.6,3.507,39.57,82300,2.7,18.73,24.59,35.73,49.40,64.87,38960,51140,74320,102760,134940,,,
"Los Angeles-Long Beach-Anaheim, CA","Sales representatives, wholesale and manufacturing, except technical and scientific products",,61630,2.7,11.423,30.80,64070,1.9,13.21,18.07,26.19,37.41,52.91,27490,37580,54480,77800,110060,,,
"Los Angeles-Long Beach-Anaheim, CA",Demonstrators and product promoters,,4690,19.0,0.870,13.41,27900,7.6,8.37,9.00,10.23,13.17,21.73,17410,18710,21280,27400,45200,,,
"Los Angeles-Long Beach-Anaheim, CA",Models,,160,13.4,0.030,20.81,43290,14.1,8.82,13.74,17.30,19.91,24.41,18350,28580,35990,41410,50770,,,
"Los Angeles-Long Beach-Anaheim, CA",Real estate brokers,,2260,18.0,0.420,38.26,79580,7.6,15.68,21.03,31.22,47.23,68.25,32610,43740,64930,98230,141960,,,
"Los Angeles-Long Beach-Anaheim, CA",Real estate sales agents,,4410,11.2,0.817,31.11,64720,12.5,10.93,13.47,22.80,37.43,58.23,22730,28020,47430,77860,121120,,,
"Los Angeles-Long Beach-Anaheim, CA",Sales engineers,,4690,10.2,0.869,43.91,91320,3.8,23.73,30.19,38.24,51.30,72.76,49370,62800,79530,106700,151330,,,
"Los Angeles-Long Beach-Anaheim, CA",Telemarketers,,10430,9.1,1.934,13.50,28090,2.4,8.55,9.37,12.65,15.44,19.22,17780,19500,26320,32110,39970,,,
"Los Angeles-Long Beach-Anaheim, CA","Door-to-door sales workers, news and street vendors, and related workers",,520,38.1,0.097,9.57,19900,9.7,8.00,8.01,8.01,10.14,12.17,16640,16650,16660,21100,25300,,,
"Los Angeles-Long Beach-Anaheim, CA","Sales and related workers, all other",,11590,6.2,2.149,21.78,45300,2.9,9.39,12.93,18.04,26.68,37.97,19520,26880,37510,55490,78970,,,
"Los Angeles-Long Beach-Anaheim, CA",Office and administrative support occupations,major,1031050,0.9,191.102,17.40,36200,0.5,9.61,12.04,15.99,21.47,26.84,19990,25050,33260,44660,55840,,,
"Los Angeles-Long Beach-Anaheim, CA",First-line supervisors/managers of office and administrative support workers,,68310,1.6,12.662,26.57,55260,0.5,16.22,20.21,25.54,31.66,39.17,33740,42040,53130,65850,81460,,,
"Los Angeles-Long Beach-Anaheim, CA","Switchboard operators, including answering service",,7660,5.3,1.419,13.44,27950,1.3,9.44,10.81,12.87,15.22,18.06,19630,22490,26780,31660,37550,,,
"Los Angeles-Long Beach-Anaheim, CA",Telephone operators,,**,**,**,16.79,34910,4.0,10.67,12.82,16.35,21.35,23.95,22200,26660,34010,44410,49820,,,
"Los Angeles-Long Beach-Anaheim, CA","Communications equipment operators, all other",,**,**,**,28.12,58490,3.5,21.36,26.00,29.22,31.94,34.03,44440,54080,60790,66440,70780,,,
"Los Angeles-Long Beach-Anaheim, CA",Bill and account collectors,,19790,4.9,3.667,18.23,37910,1.1,11.92,14.52,17.45,20.62,25.68,24800,30210,36300,42890,53410,,,
"Los Angeles-Long Beach-Anaheim, CA",Billing and posting clerks and machine operators,,25610,4.0,4.746,17.05,35460,0.9,11.03,13.47,16.28,19.87,24.41,22940,28020,33860,41330,50780,,,
"Los Angeles-Long Beach-Anaheim, CA","Bookkeeping, accounting, and auditing clerks",,75400,2.1,13.975,18.44,38350,0.5,11.91,14.52,17.93,21.90,25.87,24770,30200,37300,45560,53810,,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming cage workers,,140,29.2,0.027,15.82,32910,7.9,9.35,11.64,13.86,20.71,24.95,19440,24220,28820,43080,51900,,,
"Los Angeles-Long Beach-Anaheim, CA",Payroll and timekeeping clerks,,7680,3.0,1.423,19.94,41480,0.7,13.55,16.61,20.00,23.29,26.35,28180,34540,41590,48440,54810,,,
"Los Angeles-Long Beach-Anaheim, CA",Procurement clerks,,3790,8.0,0.702,17.45,36290,1.4,11.29,13.63,16.99,21.24,24.56,23490,28340,35330,44170,51090,,,
"Los Angeles-Long Beach-Anaheim, CA",Tellers,,21380,5.2,3.962,12.84,26710,1.2,9.87,10.77,12.23,14.41,17.01,20540,22390,25430,29970,35390,,,
"Los Angeles-Long Beach-Anaheim, CA",Brokerage clerks,,1910,13.5,0.353,21.07,43820,2.4,14.29,16.94,19.97,24.27,29.44,29720,35240,41540,50480,61230,,,
"Los Angeles-Long Beach-Anaheim, CA",Correspondence clerks,,290,30.4,0.054,19.65,40870,3.2,14.26,17.19,20.10,22.26,24.28,29670,35750,41810,46290,50490,,,
"Los Angeles-Long Beach-Anaheim, CA","Credit authorizers, checkers, and clerks",,2110,17.6,0.391,17.48,36370,2.3,10.44,13.42,17.21,20.91,25.26,21710,27900,35790,43500,52530,,,
"Los Angeles-Long Beach-Anaheim, CA",Customer service representatives,,82240,2.3,15.244,17.79,37010,0.8,10.97,13.44,16.64,20.84,26.57,22810,27950,34600,43340,55270,,,
"Los Angeles-Long Beach-Anaheim, CA",File clerks,,10670,6.0,1.977,13.86,28820,1.5,9.17,10.77,12.98,15.80,20.27,19080,22400,27010,32860,42150,,,
"Los Angeles-Long Beach-Anaheim, CA","Hotel, motel, and resort desk clerks",,6170,6.9,1.143,11.44,23800,1.3,8.85,9.90,11.13,12.60,14.85,18420,20600,23140,26210,30890,,,
"Los Angeles-Long Beach-Anaheim, CA","Interviewers, except eligibility and loan",,9510,8.6,1.762,16.86,35070,2.7,10.43,13.16,15.96,20.28,24.97,21690,27380,33190,42190,51940,,,
"Los Angeles-Long Beach-Anaheim, CA","Library assistants, clerical",,4140,13.6,0.768,13.98,29070,6.6,9.34,10.20,12.72,17.60,20.34,19430,21220,26460,36600,42310,,,
"Los Angeles-Long Beach-Anaheim, CA",Loan interviewers and clerks,,8540,7.6,1.583,19.21,39960,1.4,12.34,15.02,18.70,22.96,27.12,25660,31240,38890,47760,56400,,,
"Los Angeles-Long Beach-Anaheim, CA",New accounts clerks,,2300,13.5,0.426,15.92,33120,2.2,12.66,13.62,15.18,17.57,21.21,26330,28340,31570,36550,44120,,,
"Los Angeles-Long Beach-Anaheim, CA",Order clerks,,14710,5.1,2.726,14.83,30850,1.4,9.17,11.10,14.01,17.69,21.81,19070,23090,29150,36800,45370,,,
"Los Angeles-Long Beach-Anaheim, CA","Human resources assistants, except payroll and timekeeping",,7500,6.1,1.391,19.86,41310,1.0,12.93,15.85,19.32,23.74,27.87,26900,32980,40180,49370,57960,,,
"Los Angeles-Long Beach-Anaheim, CA",Receptionists and information clerks,,40970,2.8,7.594,13.55,28190,0.7,9.22,10.74,13.00,15.66,18.99,19180,22330,27030,32560,39500,,,
"Los Angeles-Long Beach-Anaheim, CA",Reservation and transportation ticket agents and travel clerks,,7060,11.6,1.309,16.21,33710,2.7,10.69,12.13,15.34,20.49,23.12,22240,25230,31900,42620,48100,,,
"Los Angeles-Long Beach-Anaheim, CA",All other information and record clerks,,10640,4.4,1.972,18.21,37880,1.6,11.72,14.61,17.92,21.65,25.11,24370,30400,37260,45030,52240,,,
"Los Angeles-Long Beach-Anaheim, CA",Cargo and freight agents,,7210,10.7,1.336,20.79,43250,5.0,11.15,14.35,19.17,25.02,35.32,23190,29840,39870,52040,73460,,,
