AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
West Central-Southwest New Hampshire nonmetropolitan area,Bill and Account Collectors,detailed,60,8.6,0.578,0.38,19.73,41030,2.4,14.02,17.74,17.74,22.55,23.97,29160,36890,36890,46900,49870,,
West Central-Southwest New Hampshire nonmetropolitan area,Billing and Posting Clerks,detailed,250,7.8,2.56,0.84,21.05,43790,1.8,16.62,17.91,18.4,23.35,28.54,34560,37250,38260,48570,59360,,
West Central-Southwest New Hampshire nonmetropolitan area,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1170,2.9,12.035,1.12,20.62,42880,1.2,13.97,17.74,19.81,23.38,28.93,29060,36910,41210,48620,60180,,
West Central-Southwest New Hampshire nonmetropolitan area,Payroll and Timekeeping Clerks,detailed,80,11.2,0.798,0.75,24.37,50700,1.9,17.9,22.01,23.19,28.55,29.82,37230,45780,48240,59380,62030,,
West Central-Southwest New Hampshire nonmetropolitan area,Procurement Clerks,detailed,80,8.1,0.822,1.87,19.09,39700,1,14.02,17.13,17.74,22.44,23.59,29160,35630,36890,46680,49070,,
West Central-Southwest New Hampshire nonmetropolitan area,Tellers,detailed,230,13.8,2.406,0.93,15.98,33230,1.4,14.02,14.08,14.4,17.66,18.13,29160,29290,29940,36730,37700,,
West Central-Southwest New Hampshire nonmetropolitan area,"Court, Municipal, and License Clerks",detailed,80,17.7,0.808,0.76,19,39530,5.1,14.01,14.11,17.79,22.4,28.69,29130,29350,37000,46590,59680,,
West Central-Southwest New Hampshire nonmetropolitan area,Customer Service Representatives,detailed,1310,3.6,13.472,0.68,20.03,41670,1.3,11.6,14.4,18.13,23.35,28.77,24130,29950,37700,48570,59840,,
West Central-Southwest New Hampshire nonmetropolitan area,"Eligibility Interviewers, Government Programs",detailed,70,14.7,0.708,0.66,20.78,43230,6.9,8.42,16.73,22.91,27.1,28.5,17510,34800,47640,56370,59280,,
West Central-Southwest New Hampshire nonmetropolitan area,"Hotel, Motel, and Resort Desk Clerks",detailed,200,8.4,2.015,1.29,14.76,30710,1.3,10.98,13.4,13.98,17.09,17.98,22840,27870,29080,35540,37410,,
West Central-Southwest New Hampshire nonmetropolitan area,"Interviewers, Except Eligibility and Loan",detailed,230,6.5,2.339,1.94,20.76,43190,0.7,14.51,18.13,18.36,22.85,28.47,30180,37700,38180,47530,59210,,
West Central-Southwest New Hampshire nonmetropolitan area,"Library Assistants, Clerical",detailed,160,11.3,1.605,2.88,14.87,30930,2.1,8.9,11.52,14.16,17.68,21.74,18520,23970,29460,36780,45220,,
West Central-Southwest New Hampshire nonmetropolitan area,Loan Interviewers and Clerks,detailed,110,13.5,1.152,0.68,21.01,43690,1.4,17.64,18.04,22.42,23.38,28.47,36700,37520,46640,48620,59220,,
West Central-Southwest New Hampshire nonmetropolitan area,New Accounts Clerks,detailed,120,21.9,1.244,4.33,17.83,37080,2.9,14.09,17.48,17.57,17.83,21.78,29310,36360,36540,37080,45300,,
West Central-Southwest New Hampshire nonmetropolitan area,Order Clerks,detailed,40,22,0.404,0.43,18.3,38060,7.7,11.47,13.86,17.91,22.44,26.5,23860,28820,37250,46680,55120,,
West Central-Southwest New Hampshire nonmetropolitan area,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,100,7.3,1.01,1.38,21.17,44040,0.9,17.67,17.91,22.58,23.1,29.09,36750,37250,46960,48040,60510,,
West Central-Southwest New Hampshire nonmetropolitan area,Receptionists and Information Clerks,detailed,590,4.5,6.048,0.87,15.19,31590,1,10.73,11.52,14.4,17.88,18.16,22310,23970,29940,37190,37770,,
West Central-Southwest New Hampshire nonmetropolitan area,Cargo and Freight Agents,detailed,30,7.1,0.309,0.51,19.46,40470,1.3,17.62,17.74,17.74,18.4,29.75,36650,36890,36890,38260,61870,,
West Central-Southwest New Hampshire nonmetropolitan area,Couriers and Messengers,detailed,**,**,**,**,14.14,29420,2.1,11.24,11.24,14.27,17.91,17.99,23380,23390,29690,37250,37410,,
West Central-Southwest New Hampshire nonmetropolitan area,Public Safety Telecommunicators,detailed,**,**,**,**,24.29,50520,2.8,18.03,22.87,22.92,29.11,29.19,37510,47570,47680,60540,60720,,
West Central-Southwest New Hampshire nonmetropolitan area,"Dispatchers, Except Police, Fire, and Ambulance",detailed,100,6.1,1.058,0.77,20.59,42820,1.7,14.82,17.79,20.75,22.85,28.5,30820,37000,43150,47530,59270,,
West Central-Southwest New Hampshire nonmetropolitan area,Postal Service Clerks,detailed,150,0,1.576,2.8,25.02,52050,0,22.15,22.65,24.25,26.63,31.49,46070,47110,50440,55390,65500,,
West Central-Southwest New Hampshire nonmetropolitan area,Postal Service Mail Carriers,detailed,240,0,2.493,1.05,25.99,54070,0,19.06,19.06,23.97,32.32,34.58,39640,39640,49860,67230,71930,,
West Central-Southwest New Hampshire nonmetropolitan area,"Production, Planning, and Expediting Clerks",detailed,180,5,1.894,0.73,26.15,54400,1.6,17.33,19.04,23.38,29.9,36.5,36050,39610,48620,62180,75920,,
West Central-Southwest New Hampshire nonmetropolitan area,"Shipping, Receiving, and Inventory Clerks",detailed,630,4,6.467,1.15,18.19,37830,1.2,13.05,14.32,17.91,21.96,23.35,27140,29780,37250,45670,48570,,
West Central-Southwest New Hampshire nonmetropolitan area,Executive Secretaries and Executive Administrative Assistants,detailed,200,6.5,2.102,0.63,30.22,62870,1.2,22.75,23.74,29.34,36.83,37.51,47310,49390,61030,76600,78020,,
West Central-Southwest New Hampshire nonmetropolitan area,Legal Secretaries and Administrative Assistants,detailed,60,26.8,0.669,0.61,19.81,41210,2.9,18.06,18.22,18.22,22.4,22.82,37560,37890,37890,46590,47460,,
West Central-Southwest New Hampshire nonmetropolitan area,Medical Secretaries and Administrative Assistants,detailed,770,3.6,7.908,1.7,19.83,41240,0.9,14.55,17.94,18.23,22.85,23.11,30260,37320,37920,47530,48060,,
West Central-Southwest New Hampshire nonmetropolitan area,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1670,3.6,17.17,1.32,19.76,41110,0.9,13.86,17.49,18.36,22.85,24.88,28820,36380,38180,47530,51750,,
West Central-Southwest New Hampshire nonmetropolitan area,Data Entry Keyers,detailed,100,16.6,1.019,0.98,17.42,36240,3,13.86,14.4,17.48,18.23,22.58,28820,29950,36360,37920,46960,,
West Central-Southwest New Hampshire nonmetropolitan area,Insurance Claims and Policy Processing Clerks,detailed,130,16,1.298,0.84,27.26,56710,6.1,18.36,18.42,28.55,36.25,36.27,38180,38320,59380,75410,75440,,
West Central-Southwest New Hampshire nonmetropolitan area,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,90,16.5,0.957,1.94,15.77,32800,3,8.77,14.32,16.95,17.88,22.11,18230,29780,35260,37190,45980,,
West Central-Southwest New Hampshire nonmetropolitan area,"Office Clerks, General",detailed,2170,3.7,22.348,1.22,20.52,42680,1,13.86,16.95,18.4,23.11,28.82,28820,35260,38260,48060,59940,,
West Central-Southwest New Hampshire nonmetropolitan area,"Office Machine Operators, Except Computer",detailed,30,22.8,0.313,1.34,15.51,32260,3.4,9.02,11.81,15.46,18.23,22.85,18770,24560,32150,37920,47530,,
West Central-Southwest New Hampshire nonmetropolitan area,"Farming, Fishing, and Forestry Occupations",major,160,15.9,1.625,0.51,17.97,37380,3.1,11.51,13.95,17.86,22.11,23.43,23940,29010,37140,45990,48730,,
West Central-Southwest New Hampshire nonmetropolitan area,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,50,35,0.55,0.28,15.16,31530,3.6,11.4,12.72,14.33,17.89,18.03,23710,26460,29810,37210,37490,,
West Central-Southwest New Hampshire nonmetropolitan area,Logging Equipment Operators,detailed,40,32.5,0.431,2.38,19.06,39650,5.4,13.95,15.03,18.44,23.27,23.32,29010,31260,38350,48390,48510,,
West Central-Southwest New Hampshire nonmetropolitan area,Construction and Extraction Occupations,major,3950,2,40.674,0.98,23.53,48940,0.8,15.5,18.08,22.69,28.61,30.98,32240,37610,47200,59510,64440,,
West Central-Southwest New Hampshire nonmetropolitan area,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,490,4.8,5.079,1.07,31.99,66540,3.2,22.99,24.07,29.59,37.12,47.91,47820,50060,61540,77200,99650,,
West Central-Southwest New Hampshire nonmetropolitan area,Carpenters,detailed,630,7.6,6.441,1.36,22.91,47650,1.5,17.68,18.27,22.89,26.5,29.39,36770,38000,47610,55110,61140,,
West Central-Southwest New Hampshire nonmetropolitan area,Cement Masons and Concrete Finishers,detailed,90,11.6,0.918,0.69,22.02,45800,1.5,15.48,19.37,21.88,24.44,24.45,32200,40300,45500,50840,50850,,
West Central-Southwest New Hampshire nonmetropolitan area,Construction Laborers,detailed,500,9.2,5.153,0.75,19.43,40420,2.1,14.32,17.48,18.13,22.23,24.1,29780,36360,37700,46240,50130,,
West Central-Southwest New Hampshire nonmetropolitan area,"Paving, Surfacing, and Tamping Equipment Operators",detailed,40,34.1,0.43,1.37,23.31,48480,2.4,22.42,22.47,22.84,23.24,28.55,46640,46740,47500,48350,59380,,
West Central-Southwest New Hampshire nonmetropolitan area,Operating Engineers and Other Construction Equipment Operators,detailed,230,7.1,2.347,0.82,22.61,47040,3.1,17.96,18.16,22.62,23.4,29.09,37350,37780,47060,48670,60500,,
West Central-Southwest New Hampshire nonmetropolitan area,Drywall and Ceiling Tile Installers,detailed,40,27.2,0.448,0.65,21.81,45370,4.7,17.67,18.17,22.43,23.2,27.69,36750,37800,46650,48250,57590,,
West Central-Southwest New Hampshire nonmetropolitan area,Electricians,detailed,380,7.8,3.937,0.85,27.34,56870,1.9,18.14,22.72,28.87,29.65,36.93,37740,47250,60060,61670,76810,,
West Central-Southwest New Hampshire nonmetropolitan area,"Painters, Construction and Maintenance",detailed,250,7.9,2.548,1.68,20.47,42570,2.4,14.02,17.82,18.47,22.87,28.17,29160,37060,38410,47570,58590,,
West Central-Southwest New Hampshire nonmetropolitan area,"Plumbers, Pipefitters, and Steamfitters",detailed,240,11.4,2.519,0.85,25.63,53310,2.6,17.77,22.62,23.26,29.34,36.93,36950,47040,48370,61030,76810,,
West Central-Southwest New Hampshire nonmetropolitan area,Roofers,detailed,120,13.8,1.191,1.29,21.25,44210,3.2,17.83,18.03,22.47,23.2,29.25,37080,37500,46740,48250,60840,,
West Central-Southwest New Hampshire nonmetropolitan area,Sheet Metal Workers,detailed,60,43.7,0.624,0.72,21.27,44250,2.7,15.03,17.67,22.31,24.35,28.73,31270,36750,46410,50640,59770,,
West Central-Southwest New Hampshire nonmetropolitan area,Helpers--Carpenters,detailed,60,30.9,0.649,3.32,15.79,32850,11.4,14.1,14.1,14.1,17.77,18.13,29320,29320,29320,36970,37700,,
West Central-Southwest New Hampshire nonmetropolitan area,Construction and Building Inspectors,detailed,110,15.7,1.168,1.4,24.98,51960,5.1,11.52,18.45,23.46,29.66,37.14,23960,38370,48800,61690,77250,,
West Central-Southwest New Hampshire nonmetropolitan area,Highway Maintenance Workers,detailed,390,8,4.025,4.02,19.53,40610,1.2,14.56,17.67,18.26,22.57,23.09,30290,36750,37980,46940,48030,,
West Central-Southwest New Hampshire nonmetropolitan area,"Installation, Maintenance, and Repair Occupations",major,3280,1.7,33.765,0.85,25.33,52680,0.7,14.46,18.06,22.94,29.07,37.22,30080,37570,47710,60470,77410,,
West Central-Southwest New Hampshire nonmetropolitan area,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,290,3.5,3.006,0.8,35.75,74360,1.7,22.82,23.6,32.39,46.46,57.31,47470,49090,67370,96640,119200,,
West Central-Southwest New Hampshire nonmetropolitan area,"Computer, Automated Teller, and Office Machine Repairers",detailed,50,12.6,0.537,0.88,22.99,47820,2.7,14.46,17.96,22.96,28.5,29.65,30080,37350,47760,59280,61670,,
West Central-Southwest New Hampshire nonmetropolitan area,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,70,22.3,0.682,0.56,30.19,62800,4.9,18.31,22.84,29.33,37.55,37.93,38080,47510,61010,78090,78900,,
West Central-Southwest New Hampshire nonmetropolitan area,Automotive Body and Related Repairers,detailed,80,17.4,0.792,0.81,20.41,42450,4.7,10.91,14.19,21.76,28.41,28.92,22680,29510,45250,59090,60150,,
West Central-Southwest New Hampshire nonmetropolitan area,Automotive Service Technicians and Mechanics,detailed,450,3.4,4.585,1.03,22.45,46700,4.1,14.42,17.85,22.56,28.14,28.78,30000,37120,46920,58540,59860,,
West Central-Southwest New Hampshire nonmetropolitan area,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,170,13.5,1.767,0.95,24.41,50770,2,17.85,18.47,22.86,28.82,30,37120,38420,47550,59950,62390,,
West Central-Southwest New Hampshire nonmetropolitan area,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,40,12.8,0.439,0.43,24.36,50680,4.8,17.85,22.1,23.65,28.83,30.45,37120,45960,49190,59970,63330,,
West Central-Southwest New Hampshire nonmetropolitan area,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,50,15.1,0.556,2.26,21.87,45490,4.3,14.25,17.75,22.04,22.96,35.43,29630,36930,45850,47760,73700,,
West Central-Southwest New Hampshire nonmetropolitan area,Tire Repairers and Changers,detailed,60,5.9,0.613,0.93,13.81,28720,1.4,11.32,13.42,13.51,13.71,17.27,23540,27910,28090,28530,35920,,
West Central-Southwest New Hampshire nonmetropolitan area,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,240,7.5,2.478,0.98,27.54,57290,1.9,21.43,22.86,28.57,29.56,36.16,44580,47540,59430,61480,75220,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial Machinery Mechanics,detailed,270,5.9,2.773,1.05,26.75,55640,1.2,17.74,22.62,27.9,29.21,36.83,36900,47040,58040,60760,76600,,
West Central-Southwest New Hampshire nonmetropolitan area,"Maintenance Workers, Machinery",detailed,30,29.4,0.326,0.8,22.03,45820,6.1,14.55,18.1,23.23,23.51,28.82,30270,37650,48320,48900,59950,,
West Central-Southwest New Hampshire nonmetropolitan area,Telecommunications Line Installers and Repairers,detailed,60,19.1,0.582,0.81,33.29,69250,3.5,21.39,34.51,36.83,36.86,36.97,44480,71780,76600,76670,76910,,
West Central-Southwest New Hampshire nonmetropolitan area,"Maintenance and Repair Workers, General",detailed,950,3.5,9.769,0.97,22.06,45880,1.4,14.24,17.77,22.42,23.49,29.63,29610,36960,46640,48860,61630,,
West Central-Southwest New Hampshire nonmetropolitan area,"Helpers--Installation, Maintenance, and Repair Workers",detailed,40,27.7,0.435,0.69,16.51,34330,2.3,13.06,13.94,17.59,18.1,20.29,27170,28990,36590,37650,42200,,
West Central-Southwest New Hampshire nonmetropolitan area,Production Occupations,major,7740,1.3,79.734,1.34,20.58,42800,0.6,13.95,14.63,18.23,23.1,29.2,29020,30430,37920,48050,60740,,
West Central-Southwest New Hampshire nonmetropolitan area,First-Line Supervisors of Production and Operating Workers,detailed,620,2.7,6.355,1.42,32.06,66690,0.9,18.74,23.93,30.08,38.12,46.61,38980,49760,62560,79280,96960,,
West Central-Southwest New Hampshire nonmetropolitan area,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,270,10.7,2.739,1.42,17.39,36180,3.7,11.47,13.55,16.83,18.55,23.37,23860,28190,35000,38580,48610,,
West Central-Southwest New Hampshire nonmetropolitan area,Structural Metal Fabricators and Fitters,detailed,50,12.8,0.49,1.13,21.31,44330,3.1,14.55,17.92,22.67,23,28.83,30270,37270,47160,47840,59970,,
West Central-Southwest New Hampshire nonmetropolitan area,Miscellaneous Assemblers and Fabricators,detailed,1500,2.9,15.497,1.64,17.37,36120,0.7,13.86,14.43,17.61,18.34,22.81,28820,30010,36630,38140,47440,,
West Central-Southwest New Hampshire nonmetropolitan area,Bakers,detailed,70,13.3,0.728,0.56,16.13,33560,2.1,13.39,13.64,14.31,17.86,21.52,27850,28380,29750,37150,44770,,
West Central-Southwest New Hampshire nonmetropolitan area,Butchers and Meat Cutters,detailed,90,12.6,0.964,0.93,20.59,42830,2.1,17.92,18.05,22.35,22.77,23.14,37270,37550,46490,47360,48130,,
West Central-Southwest New Hampshire nonmetropolitan area,Food Batchmakers,detailed,40,13.6,0.382,0.35,15.37,31970,2.2,13.95,14.14,14.31,16.55,17.85,29020,29420,29750,34420,37120,,
West Central-Southwest New Hampshire nonmetropolitan area,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,220,20.1,2.254,1.77,19.22,39970,4,13.86,17.48,17.48,22.04,27.95,28820,36360,36360,45850,58130,,
West Central-Southwest New Hampshire nonmetropolitan area,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,160,15.5,1.639,3.41,19.29,40130,2.5,14.46,17.57,18.09,22.81,23.55,30070,36550,37630,47440,48980,,
West Central-Southwest New Hampshire nonmetropolitan area,Machinists,detailed,450,5.8,4.678,1.98,22.68,47180,1.2,14.72,18.69,23.05,26.28,29.23,30620,38870,47940,54660,60800,,
West Central-Southwest New Hampshire nonmetropolitan area,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,120,16.2,1.221,1.05,19.14,39820,3.1,14.03,14.04,17.74,22.63,27.04,29190,29210,36910,47080,56230,,
West Central-Southwest New Hampshire nonmetropolitan area,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,420,11.3,4.329,4.52,18.71,38910,2.7,13.43,14.63,18.55,22.81,23.55,27930,30430,38580,47440,48980,,
West Central-Southwest New Hampshire nonmetropolitan area,Tool and Die Makers,detailed,80,12.9,0.842,1.86,26.59,55310,2,18.69,23.37,29.28,29.82,30.35,38870,48620,60910,62020,63120,,
West Central-Southwest New Hampshire nonmetropolitan area,"Welders, Cutters, Solderers, and Brazers",detailed,160,9.8,1.61,0.57,22.28,46350,2.2,14.24,18.1,22.51,24.94,30.16,29630,37640,46810,51880,62740,,
West Central-Southwest New Hampshire nonmetropolitan area,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,50,30.8,0.518,2.26,20.1,41810,7.3,14.43,18.23,18.23,18.55,24,30010,37920,37920,38580,49910,,
West Central-Southwest New Hampshire nonmetropolitan area,"Metal Workers and Plastic Workers, All Other",detailed,220,24.7,2.225,16.72,16.9,35150,4.3,13.86,13.86,18.23,18.23,18.24,28820,28820,37920,37920,37940,,
West Central-Southwest New Hampshire nonmetropolitan area,Printing Press Operators,detailed,130,10.3,1.296,1.26,19.1,39730,2.7,13.92,14.41,17.88,22.76,28.65,28950,29960,37180,47330,59580,,
West Central-Southwest New Hampshire nonmetropolitan area,Print Binding and Finishing Workers,detailed,40,13.9,0.411,1.42,18.95,39410,9.7,14.27,15.33,17.78,22.34,28.14,29690,31890,36990,46460,58520,,
West Central-Southwest New Hampshire nonmetropolitan area,Laundry and Dry-Cleaning Workers,detailed,110,8,1.11,0.99,13.79,28690,1.6,10.97,11.42,13.93,14.52,17.63,22820,23750,28970,30190,36670,,
West Central-Southwest New Hampshire nonmetropolitan area,Sewing Machine Operators,detailed,40,13.6,0.447,0.54,14.64,30440,3.1,10.72,11.15,13.51,17.61,21.11,22290,23190,28090,36620,43900,,
West Central-Southwest New Hampshire nonmetropolitan area,Cabinetmakers and Bench Carpenters,detailed,70,19,0.701,1.06,19.4,40360,1.5,14.16,14.16,18.09,22.76,23.55,29460,29460,37630,47330,48980,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,80,11.3,0.808,2.51,16.61,34540,2.4,14.23,14.43,17.96,18.17,19.25,29610,30010,37350,37800,40050,,
West Central-Southwest New Hampshire nonmetropolitan area,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,100,9.4,1.075,2.25,16.82,34980,4.1,11.34,14.27,17.92,18.18,22.9,23580,29680,37270,37820,47630,,
West Central-Southwest New Hampshire nonmetropolitan area,Stationary Engineers and Boiler Operators,detailed,40,4.2,0.391,1.85,28.39,59060,1,23.36,23.52,23.88,36.86,36.86,48580,48920,49670,76670,76670,,
West Central-Southwest New Hampshire nonmetropolitan area,Water and Wastewater Treatment Plant and System Operators,detailed,80,21.1,0.775,0.9,26.19,54460,7.2,17.91,22.42,23.16,29.03,30.47,37240,46640,48170,60390,63370,,
West Central-Southwest New Hampshire nonmetropolitan area,"Plant and System Operators, All Other",detailed,40,10.6,0.387,3.54,25.59,53230,2.2,18.11,23.37,27.38,28.56,29.4,37670,48620,56940,59400,61150,,
West Central-Southwest New Hampshire nonmetropolitan area,Chemical Equipment Operators and Tenders,detailed,60,10,0.599,0.79,23.12,48100,5.4,12.89,16.75,22.42,23.21,36.25,26820,34840,46640,48280,75410,,
West Central-Southwest New Hampshire nonmetropolitan area,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,60,29.5,0.64,0.83,23.92,49760,6.3,18.13,22.76,22.81,24.53,29.01,37720,47330,47440,51020,60330,,
West Central-Southwest New Hampshire nonmetropolitan area,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,120,16.7,1.255,3.13,17.66,36730,1.9,13.86,17.47,17.48,17.48,22.04,28830,36330,36360,36360,45850,,
West Central-Southwest New Hampshire nonmetropolitan area,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,550,3.8,5.623,1.44,22.44,46680,1.4,14.63,18.09,22.66,23.55,30,30430,37630,47120,48980,62400,,
West Central-Southwest New Hampshire nonmetropolitan area,Ophthalmic Laboratory Technicians,detailed,60,10.6,0.612,4.56,26.99,56150,4.9,17.92,22.67,28.83,35.43,36.48,37270,47160,59970,73700,75890,,
West Central-Southwest New Hampshire nonmetropolitan area,Packaging and Filling Machine Operators and Tenders,detailed,80,15.1,0.83,0.33,16.46,34230,2.4,13.58,13.89,14.63,18.34,22.04,28250,28890,30430,38150,45850,,
West Central-Southwest New Hampshire nonmetropolitan area,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,80,11.2,0.868,0.84,20.1,41820,2.1,14.57,17.58,18.55,22.67,23.13,30300,36570,38580,47160,48110,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer Numerically Controlled Tool Operators,detailed,720,5,7.429,6.63,20.87,43410,1.2,14.53,18.2,22.42,23.14,28.55,30220,37860,46640,48120,59380,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer Numerically Controlled Tool Programmers,detailed,50,18.8,0.531,2.9,31.85,66240,4.2,22.62,23.52,29.22,36.86,49.75,47040,48920,60780,76670,103490,,
West Central-Southwest New Hampshire nonmetropolitan area,"Paper Goods Machine Setters, Operators, and Tenders",detailed,80,11.8,0.871,1.4,23.31,48490,3.4,17.64,18.82,22.95,28.35,29.82,36700,39140,47740,58970,62020,,
West Central-Southwest New Hampshire nonmetropolitan area,Helpers--Production Workers,detailed,100,13.1,1.039,0.72,15.82,32910,1.5,11.47,13.22,14.27,17.33,22.63,23860,27500,29690,36040,47080,,
West Central-Southwest New Hampshire nonmetropolitan area,"Production Workers, All Other",detailed,130,13.4,1.29,0.89,17.94,37300,3,14.27,14.92,17.85,17.85,22.45,29690,31030,37120,37120,46690,,
West Central-Southwest New Hampshire nonmetropolitan area,Transportation and Material Moving Occupations,major,6610,2.2,68.099,0.76,16.9,35160,0.9,11.07,12.36,14.57,18.68,23.68,23030,25710,30300,38860,49260,,
West Central-Southwest New Hampshire nonmetropolitan area,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,310,5.7,3.231,0.83,25.92,53910,1.5,17.88,18.75,23.49,30.08,37.47,37190,39000,48850,62560,77940,,
West Central-Southwest New Hampshire nonmetropolitan area,Commercial Pilots,detailed,40,17.8,0.419,1.38,*,81770,5.5,*,*,*,*,*,30750,77500,77500,99040,126780,True,
West Central-Southwest New Hampshire nonmetropolitan area,Driver/Sales Workers,detailed,220,12.8,2.254,0.67,13.78,28650,5,8.43,8.81,13.63,17.79,21.06,17540,18330,28350,37010,43800,,
West Central-Southwest New Hampshire nonmetropolitan area,Heavy and Tractor-Trailer Truck Drivers,detailed,890,4.3,9.19,0.68,23.46,48800,0.7,18.25,18.89,23.12,23.88,30.35,37960,39290,48100,49670,63120,,
West Central-Southwest New Hampshire nonmetropolitan area,Light Truck Drivers,detailed,530,8.2,5.477,0.76,16.22,33730,2.6,10.94,11.2,14.61,18.55,23.51,22760,23300,30380,38590,48900,,
West Central-Southwest New Hampshire nonmetropolitan area,"Bus Drivers, School",detailed,300,24.4,3.095,1.21,18.61,38710,3,14.62,16.97,18.17,23.1,23.21,30410,35300,37790,48040,48270,,
West Central-Southwest New Hampshire nonmetropolitan area,Shuttle Drivers and Chauffeurs,detailed,130,8.6,1.343,1.08,13.83,28760,2.7,10.72,10.77,13.63,14.69,18.49,22290,22400,28350,30560,38460,,
West Central-Southwest New Hampshire nonmetropolitan area,"Motor Vehicle Operators, All Other",detailed,50,40.8,0.466,1.35,11.43,23770,10.1,9.48,9.48,10.2,12.07,14.72,19730,19730,21210,25100,30630,,
West Central-Southwest New Hampshire nonmetropolitan area,Automotive and Watercraft Service Attendants,detailed,60,7.7,0.601,0.76,13.56,28210,2.1,11.62,13.83,13.9,14.48,14.52,24180,28760,28920,30110,30210,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial Truck and Tractor Operators,detailed,170,13.4,1.756,0.33,18.37,38220,2.8,13.86,14.52,18.61,23.12,23.63,28820,30190,38710,48100,49140,,
West Central-Southwest New Hampshire nonmetropolitan area,Cleaners of Vehicles and Equipment,detailed,70,11,0.742,0.3,15.27,31750,4.2,11.02,13.6,14.07,17.71,22.66,22930,28280,29270,36830,47120,,
West Central-Southwest New Hampshire nonmetropolitan area,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,700,8.1,7.259,0.37,16.16,33610,1.1,12.58,14.19,14.57,18.04,22.04,26170,29510,30300,37510,45850,,
West Central-Southwest New Hampshire nonmetropolitan area,"Packers and Packagers, Hand",detailed,590,5.5,6.029,1.45,11.8,24540,0.7,9.21,11.07,11.07,12.5,14.57,19150,23030,23030,26000,30300,,
West Central-Southwest New Hampshire nonmetropolitan area,Stockers and Order Fillers,detailed,2070,2.2,21.305,1.22,14.44,30030,0.6,11.12,11.63,14.08,14.82,18.3,23120,24200,29280,30830,38070,,
West Central-Southwest New Hampshire nonmetropolitan area,Refuse and Recyclable Material Collectors,detailed,210,16.4,2.175,2.43,16.91,35170,3.1,12.6,14.02,17.47,18.27,22.45,26210,29170,36330,37990,46690,,
"Ann Arbor, MI",All Occupations,total,201540,0,1000,1,29.33,61010,0.5,11.62,14.64,23.16,36.94,49.66,24170,30450,48170,76840,103280,,
"Ann Arbor, MI",Management Occupations,major,11660,1,57.847,0.91,58.29,121230,1,24.96,37.42,49.67,72.54,99.22,51920,77830,103310,150890,206370,,
"Ann Arbor, MI",Chief Executives,detailed,170,10.7,0.829,0.58,128.71,267720,7.5,14.5,80.93,#,#,#,30160,168340,#,#,#,,
"Ann Arbor, MI",General and Operations Managers,detailed,3110,2.1,15.408,0.73,60.05,124900,1.3,23.31,31.04,48.99,78.09,#,48490,64560,101890,162430,#,,
"Ann Arbor, MI",Legislators,detailed,100,13.9,0.5,1.58,*,57370,6.2,*,*,*,*,*,20070,20110,37080,79170,116210,True,
"Ann Arbor, MI",Marketing Managers,detailed,260,6.5,1.275,0.64,61.46,127840,2.1,36.93,47.29,60.06,77.74,92.21,76820,98360,124920,161700,191790,,
