AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
"Spokane-Spokane Valley, WA",Law clerks,,50,32.0,20.50,42640,11.1,13.57,15.16,21.51,23.97,27.39,28230,31530,44750,49860,56970,,,
"Spokane-Spokane Valley, WA","Title examiners, abstractors, and searchers",,80,10.6,21.63,44990,4.7,14.49,17.30,21.25,26.11,29.90,30150,35980,44190,54310,62190,,,
"Spokane-Spokane Valley, WA","Legal support workers, all other",,100,20.5,21.32,44350,3.2,14.61,16.77,20.89,25.87,29.23,30380,34870,43440,53810,60790,,,
"Spokane-Spokane Valley, WA","Education, training, and library occupations",major,12270,2.4,22.40,46600,1.8,12.03,16.11,21.78,28.23,32.38,25030,33510,45300,58710,67340,,,
"Spokane-Spokane Valley, WA","Business teachers, postsecondary",,150,17.2,*,58680,8.5,*,*,*,*,*,36450,42440,49380,62890,99730,True,,
"Spokane-Spokane Valley, WA","Computer science teachers, postsecondary",,50,7.6,*,69400,17.8,*,*,*,*,*,35370,39860,51060,81740,131590,True,,
"Spokane-Spokane Valley, WA","Mathematical science teachers, postsecondary",,70,11.6,*,54840,10.2,*,*,*,*,*,35520,40160,48330,60420,78030,True,,
"Spokane-Spokane Valley, WA","Biological science teachers, postsecondary",,80,12.8,*,64920,19.9,*,*,*,*,*,35930,40910,51820,67960,113120,True,,
"Spokane-Spokane Valley, WA","Chemistry teachers, postsecondary",,50,5.5,*,61910,12.7,*,*,*,*,*,36120,41930,50730,72200,98070,True,,
"Spokane-Spokane Valley, WA","Economics teachers, postsecondary",,40,10.3,*,74010,11.7,*,*,*,*,*,41420,47340,65180,83560,116820,True,,
"Spokane-Spokane Valley, WA","Political science teachers, postsecondary",,30,14.1,*,56260,7.4,*,*,*,*,*,36750,42180,49670,69570,84010,True,,
"Spokane-Spokane Valley, WA","Psychology teachers, postsecondary",,100,14.8,*,58190,7.5,*,*,*,*,*,36550,42750,52070,68770,89360,True,,
"Spokane-Spokane Valley, WA","Sociology teachers, postsecondary",,40,5.5,*,55870,8.8,*,*,*,*,*,35720,39720,50790,63100,81630,True,,
"Spokane-Spokane Valley, WA","Art, drama, and music teachers, postsecondary",,320,11.9,*,53620,6.6,*,*,*,*,*,35660,41300,50750,62400,75720,True,,
"Spokane-Spokane Valley, WA","Communications teachers, postsecondary",,70,12.3,*,57140,7.6,*,*,*,*,*,37340,43300,50200,64690,83920,True,,
"Spokane-Spokane Valley, WA","English language and literature teachers, postsecondary",,190,13.7,*,47190,4.8,*,*,*,*,*,33430,37320,44200,53450,65360,True,,
"Spokane-Spokane Valley, WA","Foreign language and literature teachers, postsecondary",,80,13.7,*,56380,12.1,*,*,*,*,*,36190,41870,48960,61590,85030,True,,
"Spokane-Spokane Valley, WA","History teachers, postsecondary",,70,16.9,*,51850,6.6,*,*,*,*,*,35850,40690,48470,60320,75490,True,,
"Spokane-Spokane Valley, WA","Philosophy and religion teachers, postsecondary",,60,36.3,*,56140,7.7,*,*,*,*,*,35790,41580,51980,68700,83400,True,,
"Spokane-Spokane Valley, WA","Recreation and fitness studies teachers, postsecondary",,130,12.3,*,45800,4.7,*,*,*,*,*,33460,37160,43600,52090,65080,True,,
"Spokane-Spokane Valley, WA","Vocational education teachers, postsecondary",,610,7.8,24.71,51390,5.3,16.34,18.78,23.43,29.16,36.48,33980,39070,48740,60650,75890,,,
"Spokane-Spokane Valley, WA","Postsecondary teachers, all other",,50,7.5,*,46810,5.0,*,*,*,*,*,25620,36920,45610,54520,64790,True,,
"Spokane-Spokane Valley, WA","Preschool teachers, except special education",,240,33.5,13.63,28360,11.7,8.97,10.13,11.73,16.09,22.37,18660,21070,24410,33460,46540,,,
"Spokane-Spokane Valley, WA","Kindergarten teachers, except special education",,120,4.7,*,51030,3.2,*,*,*,*,*,36730,42340,52020,60840,65640,True,,
"Spokane-Spokane Valley, WA","Elementary school teachers, except special education",,1740,8.9,*,53250,1.9,*,*,*,*,*,38300,45450,55020,62160,66590,True,,
"Spokane-Spokane Valley, WA","Middle school teachers, except special and vocational education",,1060,12.3,*,55820,1.6,*,*,*,*,*,42050,48290,56790,63870,69220,True,,
"Spokane-Spokane Valley, WA","Secondary school teachers, except special and vocational education",,1010,1.1,*,54830,1.3,*,*,*,*,*,39300,46220,55560,63760,69820,True,,
"Spokane-Spokane Valley, WA","Vocational education teachers, secondary school",,170,3.5,*,57950,1.4,*,*,*,*,*,42420,49250,58810,66910,76140,True,,
"Spokane-Spokane Valley, WA","Special education teachers, preschool, kindergarten, and elementary school",,250,12.3,*,47790,3.3,*,*,*,*,*,33880,38970,47620,56970,63950,True,,
"Spokane-Spokane Valley, WA","Special education teachers, middle school",,120,9.3,*,52580,2.0,*,*,*,*,*,38160,44810,53280,62010,67030,True,,
"Spokane-Spokane Valley, WA","Special education teachers, secondary school",,150,2.6,*,51050,1.5,*,*,*,*,*,36640,41220,49770,60110,67180,True,,
"Spokane-Spokane Valley, WA","Adult literacy, remedial education, and GED teachers and instructors",,310,2.6,19.85,41280,4.5,13.82,17.12,19.34,23.10,26.86,28750,35610,40230,48040,55870,,,
"Spokane-Spokane Valley, WA",Self-enrichment education teachers,,350,14.0,21.52,44770,7.2,14.19,16.75,19.93,27.22,29.97,29510,34830,41460,56610,62340,,,
"Spokane-Spokane Valley, WA","Teachers and instructors, all other",,1350,3.9,*,37480,5.6,*,*,*,*,*,23290,26850,35620,42130,59440,True,,
"Spokane-Spokane Valley, WA",Librarians,,250,10.8,26.36,54820,2.3,19.52,22.70,26.88,30.35,33.28,40600,47210,55910,63130,69220,,,
"Spokane-Spokane Valley, WA",Library technicians,,220,14.7,15.00,31210,4.1,11.39,12.87,14.69,17.22,19.28,23700,26760,30550,35820,40100,,,
"Spokane-Spokane Valley, WA",Instructional coordinators,,160,4.1,31.78,66100,4.0,18.77,25.13,31.49,38.40,45.42,39040,52260,65490,79870,94460,,,
"Spokane-Spokane Valley, WA",Teacher assistants,,1790,5.0,*,26340,1.6,*,*,*,*,*,19360,22220,26540,30340,32970,True,,
"Spokane-Spokane Valley, WA","Education, training, and library workers, all other",,200,11.0,21.31,44330,1.8,14.34,16.96,20.73,24.37,30.11,29830,35280,43110,50690,62620,,,
"Spokane-Spokane Valley, WA","Arts, design, entertainment, sports, and media occupations",major,2890,9.7,20.92,43510,3.1,9.74,12.91,18.28,26.74,35.10,20250,26860,38030,55620,73010,,,
"Spokane-Spokane Valley, WA",Art directors,,**,**,29.76,61910,3.4,21.83,25.87,30.39,35.06,38.02,45400,53820,63200,72920,79090,,,
"Spokane-Spokane Valley, WA",Multi-media artists and animators,,40,46.6,29.71,61800,2.8,17.00,19.65,30.33,38.31,44.99,35360,40880,63090,79680,93580,,,
"Spokane-Spokane Valley, WA",Floral designers,,130,15.2,10.96,22800,3.1,8.48,9.04,10.35,11.88,14.91,17640,18810,21520,24710,31020,,,
"Spokane-Spokane Valley, WA",Graphic designers,,310,15.0,18.23,37930,3.3,12.29,13.92,17.07,21.61,25.71,25550,28950,35510,44960,53470,,,
"Spokane-Spokane Valley, WA",Interior designers,,30,22.3,23.80,49510,11.9,13.85,16.63,21.17,28.36,35.84,28820,34590,44020,58990,74540,,,
"Spokane-Spokane Valley, WA",Merchandise displayers and window trimmers,,110,44.6,15.93,33140,4.2,9.54,12.30,16.39,19.01,21.69,19850,25570,34090,39530,45110,,,
"Spokane-Spokane Valley, WA",Producers and directors,,120,26.7,24.74,51460,13.0,13.37,16.70,21.76,26.24,34.02,27800,34730,45270,54590,70750,,,
"Spokane-Spokane Valley, WA",Coaches and scouts,,470,22.8,*,36200,8.4,*,*,*,*,*,19100,22800,28220,47910,63250,True,,
"Spokane-Spokane Valley, WA",Radio and television announcers,,120,31.5,17.90,37230,7.6,8.61,9.70,15.39,21.98,29.92,17910,20180,32010,45720,62240,,,
"Spokane-Spokane Valley, WA",Broadcast news analysts,,30,32.4,38.87,80840,12.5,18.72,24.34,30.12,51.48,74.60,38930,50620,62650,107070,155160,,,
"Spokane-Spokane Valley, WA",Reporters and correspondents,,130,32.1,20.54,42720,8.1,12.11,13.87,17.11,26.58,32.05,25190,28850,35590,55280,66670,,,
"Spokane-Spokane Valley, WA",Public relations specialists,,210,11.9,23.55,48970,2.0,15.70,18.95,22.79,27.79,32.58,32660,39410,47400,57800,67760,,,
"Spokane-Spokane Valley, WA",Editors,,110,13.3,28.40,59070,4.3,17.55,22.43,28.04,33.01,41.94,36510,46650,58310,68660,87230,,,
"Spokane-Spokane Valley, WA",Technical writers,,40,32.1,26.35,54810,9.8,16.35,17.95,20.68,35.52,40.35,34010,37340,43010,73880,83930,,,
"Spokane-Spokane Valley, WA",Interpreters and translators,,50,42.9,21.31,44330,11.2,15.73,16.82,18.45,21.61,33.73,32720,34980,38370,44960,70150,,,
"Spokane-Spokane Valley, WA","Media and communication workers, all other",,190,31.3,18.67,38840,12.1,8.21,14.90,16.91,18.73,34.92,17080,30990,35180,38970,72620,,,
"Spokane-Spokane Valley, WA",Broadcast technicians,,70,41.7,17.97,37370,9.7,8.79,10.20,15.17,24.44,31.73,18290,21210,31540,50820,65990,,,
"Spokane-Spokane Valley, WA",Photographers,,90,30.4,17.66,36740,10.4,10.08,12.28,16.41,22.76,28.82,20970,25550,34130,47340,59930,,,
"Spokane-Spokane Valley, WA",Film and video editors,,60,21.1,15.19,31590,10.2,9.58,10.91,13.15,15.14,28.57,19920,22700,27350,31490,59430,,,
"Spokane-Spokane Valley, WA","Media and communication equipment workers, all other",,70,25.6,21.73,45200,9.0,10.35,12.98,18.66,30.62,37.00,21520,27010,38820,63680,76950,,,
"Spokane-Spokane Valley, WA",Healthcare practitioners and technical occupations,major,13060,6.4,34.02,70750,3.3,16.62,22.35,29.46,38.78,51.14,34580,46480,61270,80660,106360,,,
"Spokane-Spokane Valley, WA","Dentists, general",,70,30.8,81.32,169140,13.3,50.62,66.37,77.90,#,#,105290,138040,162020,#,#,,,
"Spokane-Spokane Valley, WA",Dietitians and nutritionists,,120,9.6,24.41,50760,3.2,19.82,21.78,24.62,28.20,30.69,41230,45310,51210,58660,63840,,,
"Spokane-Spokane Valley, WA",Optometrists,,**,**,79.45,165260,25.4,27.55,46.07,#,#,#,57300,95830,#,#,#,,,
"Spokane-Spokane Valley, WA",Pharmacists,,560,8.5,47.93,99700,2.8,35.83,43.80,50.08,56.69,61.89,74520,91110,104180,117910,128740,,,
"Spokane-Spokane Valley, WA",Anesthesiologists,,30,31.6,95.11,197830,17.3,70.96,78.62,#,#,#,147600,163520,#,#,#,,,
"Spokane-Spokane Valley, WA",Family and general practitioners,,60,46.1,64.09,133300,5.9,51.74,57.22,64.91,73.01,79.42,107610,119020,135000,151860,165200,,,
"Spokane-Spokane Valley, WA","Pediatricians, general",,**,**,84.67,176110,16.0,50.00,59.80,#,#,#,103990,124370,#,#,#,,,
"Spokane-Spokane Valley, WA",Psychiatrists,,40,25.9,72.87,151570,7.3,57.60,66.54,72.86,79.16,#,119820,138410,151540,164660,#,,,
"Spokane-Spokane Valley, WA",Surgeons,,90,44.0,#,#,*,#,#,#,#,#,#,#,#,#,#,,,
"Spokane-Spokane Valley, WA","Physicians and surgeons, all other",,470,27.8,97.30,202380,11.6,59.50,#,#,#,#,123770,#,#,#,#,,,
"Spokane-Spokane Valley, WA",Physician assistants,,200,35.9,41.96,87280,4.7,33.13,35.85,40.21,47.42,57.59,68910,74560,83640,98630,119780,,,
"Spokane-Spokane Valley, WA",Registered nurses,,5220,10.1,32.88,68380,3.6,22.49,26.76,32.00,38.92,45.35,46780,55660,66560,80960,94330,,,
"Spokane-Spokane Valley, WA",Audiologists,,**,**,26.20,54490,3.3,21.70,23.22,25.76,29.61,32.11,45130,48290,53570,61600,66780,,,
"Spokane-Spokane Valley, WA",Occupational therapists,,200,12.9,30.31,63050,3.2,21.55,25.90,29.61,33.94,39.59,44830,53870,61600,70590,82340,,,
"Spokane-Spokane Valley, WA",Physical therapists,,460,13.6,31.39,65280,4.1,25.07,27.04,29.89,35.36,41.57,52140,56250,62170,73550,86470,,,
"Spokane-Spokane Valley, WA",Recreational therapists,,30,8.1,21.62,44970,3.8,17.56,20.68,22.40,24.11,25.28,36520,43020,46600,50150,52580,,,
"Spokane-Spokane Valley, WA",Respiratory therapists,,230,13.9,26.16,54420,2.1,20.97,23.13,26.36,29.42,31.28,43610,48110,54830,61180,65050,,,
"Spokane-Spokane Valley, WA",Speech-language pathologists,,200,12.5,28.72,59730,2.1,22.00,25.35,28.61,31.67,36.37,45770,52720,59500,65870,75660,,,
"Spokane-Spokane Valley, WA",Veterinarians,,100,17.6,40.50,84230,17.1,26.12,28.72,35.14,44.69,49.95,54330,59740,73090,92960,103890,,,
"Spokane-Spokane Valley, WA",Medical and clinical laboratory technologists,,330,8.2,28.24,58730,2.1,21.37,24.16,28.05,31.67,36.93,44440,50250,58340,65870,76810,,,
"Spokane-Spokane Valley, WA",Medical and clinical laboratory technicians,,330,16.0,17.90,37240,3.4,12.27,14.05,17.19,20.84,25.09,25510,29230,35760,43340,52190,,,
"Spokane-Spokane Valley, WA",Dental hygienists,,340,21.9,34.89,72560,7.0,18.92,33.07,36.22,39.43,42.01,39360,68780,75340,82010,87390,,,
"Spokane-Spokane Valley, WA",Cardiovascular technologists and technicians,,90,8.0,28.08,58410,2.0,16.87,20.73,29.39,34.35,38.48,35090,43120,61130,71450,80040,,,
"Spokane-Spokane Valley, WA",Diagnostic medical sonographers,,110,27.0,33.17,68990,4.1,26.86,29.38,33.36,37.61,40.44,55860,61110,69380,78230,84120,,,
"Spokane-Spokane Valley, WA",Radiologic technologists and technicians,,440,15.6,24.43,50820,1.8,14.72,20.03,24.97,29.62,32.99,30610,41650,51930,61610,68610,,,
"Spokane-Spokane Valley, WA",Emergency medical technicians and paramedics,,**,**,17.37,36120,13.9,8.67,9.38,14.45,24.10,28.20,18030,19520,30060,50130,58650,,,
"Spokane-Spokane Valley, WA",Pharmacy technicians,,530,8.8,15.99,33260,2.1,12.18,13.80,15.92,18.24,20.01,25330,28700,33110,37940,41620,,,
"Spokane-Spokane Valley, WA",Surgical technologists,,260,21.6,21.26,44220,6.2,15.59,17.54,20.97,24.83,28.54,32440,36480,43610,51650,59370,,,
"Spokane-Spokane Valley, WA",Licensed practical and licensed vocational nurses,,1140,10.6,21.87,45490,5.0,16.31,18.19,21.55,25.86,29.21,33910,37840,44830,53780,60750,,,
"Spokane-Spokane Valley, WA",Medical records and health information technicians,,350,16.3,14.50,30160,2.9,9.84,11.66,14.00,16.06,19.99,20460,24260,29120,33400,41570,,,
"Spokane-Spokane Valley, WA","Opticians, dispensing",,160,34.6,17.21,35800,3.9,11.58,13.47,15.82,21.33,24.59,24090,28010,32900,44360,51140,,,
"Spokane-Spokane Valley, WA","Health technologists and technicians, all other",,180,33.6,23.33,48520,8.0,13.96,17.16,25.42,29.43,31.74,29030,35700,52870,61210,66020,,,
"Spokane-Spokane Valley, WA",Occupational health and safety specialists,,150,6.2,32.39,67370,3.8,23.30,26.76,30.75,38.03,45.80,48460,55660,63960,79100,95260,,,
"Spokane-Spokane Valley, WA",Healthcare support occupations,major,7190,3.9,12.86,26740,2.2,9.01,10.18,12.11,14.83,18.08,18730,21170,25190,30840,37600,,,
"Spokane-Spokane Valley, WA",Home health aides,,1530,10.9,10.05,20910,2.2,8.49,9.01,9.89,11.08,11.96,17660,18740,20580,23050,24870,,,
"Spokane-Spokane Valley, WA","Nursing aides, orderlies, and attendants",,2010,9.8,11.80,24550,2.8,8.97,10.03,11.58,13.42,15.12,18660,20860,24080,27900,31460,,,
"Spokane-Spokane Valley, WA",Occupational therapist assistants,,30,42.7,21.83,45400,2.8,17.39,20.43,22.52,24.46,25.75,36170,42490,46840,50870,53550,,,
"Spokane-Spokane Valley, WA",Physical therapist assistants,,100,23.2,21.29,44290,2.7,16.94,19.16,21.69,23.99,25.72,35230,39850,45120,49900,53500,,,
"Spokane-Spokane Valley, WA",Physical therapist aides,,160,22.4,11.35,23600,3.3,9.11,10.04,11.10,12.17,14.08,18960,20890,23080,25310,29280,,,
"Spokane-Spokane Valley, WA",Massage therapists,,90,37.6,24.30,50540,10.3,13.33,20.64,24.51,29.72,32.56,27730,42920,50990,61820,67730,,,
"Spokane-Spokane Valley, WA",Dental assistants,,740,6.4,15.57,32390,3.8,12.30,13.39,15.13,17.79,19.72,25580,27860,31470,37010,41010,,,
"Spokane-Spokane Valley, WA",Medical assistants,,920,12.4,14.10,29340,1.8,10.89,12.51,14.06,15.61,17.98,22640,26030,29230,32460,37400,,,
"Spokane-Spokane Valley, WA",Medical equipment preparers,,**,**,14.18,29500,2.3,10.14,11.39,13.98,16.58,18.92,21080,23700,29070,34490,39340,,,
"Spokane-Spokane Valley, WA",Medical transcriptionists,,240,18.3,15.85,32970,3.3,11.82,13.56,15.76,18.16,20.13,24590,28210,32770,37780,41860,,,
"Spokane-Spokane Valley, WA",Pharmacy aides,,**,**,11.89,24730,5.4,9.50,10.18,11.27,12.92,16.38,19760,21170,23440,26870,34080,,,
"Spokane-Spokane Valley, WA",Veterinary assistants and laboratory animal caretakers,,260,23.1,10.46,21750,2.2,8.52,9.08,10.23,11.64,12.83,17710,18880,21270,24220,26700,,,
"Spokane-Spokane Valley, WA","Healthcare support workers, all other",,720,10.7,13.56,28200,3.0,10.12,11.22,12.92,15.32,18.32,21040,23330,26860,31870,38100,,,
"Spokane-Spokane Valley, WA",Protective service occupations,major,3530,4.6,22.35,46480,6.9,9.16,11.83,21.01,30.69,38.68,19050,24610,43700,63840,80460,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of police and detectives,,140,4.0,38.60,80280,2.3,32.73,34.95,38.24,42.09,48.40,68090,72690,79540,87540,100670,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of fire fighting and prevention workers,,130,5.4,37.97,78980,3.4,31.70,34.73,37.73,40.89,49.09,65940,72230,78490,85050,102110,,,
"Spokane-Spokane Valley, WA","First-line supervisors/managers, protective service workers, all other",,60,14.7,20.29,42210,7.9,9.70,12.02,18.17,27.46,35.83,20180,25010,37800,57120,74520,,,
"Spokane-Spokane Valley, WA",Fire fighters,,520,5.8,28.88,60080,6.9,10.34,21.15,28.91,33.19,48.67,21500,44000,60130,69030,101230,,,
"Spokane-Spokane Valley, WA",Police and sheriff's patrol officers,,540,3.7,28.39,59040,3.4,19.97,26.44,29.07,31.75,35.32,41530,55000,60460,66040,73470,,,
"Spokane-Spokane Valley, WA",Private detectives and investigators,,50,3.6,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Spokane-Spokane Valley, WA",Gaming surveillance officers and gaming investigators,,50,8.0,12.21,25400,8.4,8.62,9.32,11.40,14.91,16.85,17930,19380,23710,31010,35040,,,
"Spokane-Spokane Valley, WA",Security guards,,1200,12.1,13.08,27200,5.1,8.55,9.19,11.45,15.47,21.42,17780,19120,23820,32180,44560,,,
"Spokane-Spokane Valley, WA",Crossing guards,,**,**,20.88,43440,3.9,13.59,16.46,21.67,24.15,27.98,28270,34240,45070,50220,58200,,,
"Spokane-Spokane Valley, WA","Lifeguards, ski patrol, and other recreational protective service workers",,40,30.9,10.13,21070,5.4,8.36,8.76,9.43,11.08,13.31,17380,18220,19620,23050,27690,,,
"Spokane-Spokane Valley, WA","Protective service workers, all other",,150,18.0,14.59,30350,6.4,9.32,10.63,13.27,17.12,22.76,19390,22120,27610,35610,47330,,,
"Spokane-Spokane Valley, WA",Food preparation and serving related occupations,major,18560,2.6,10.99,22850,1.6,8.35,8.83,9.65,12.59,15.34,17360,18360,20070,26190,31910,,,
"Spokane-Spokane Valley, WA",Chefs and head cooks,,210,47.7,14.33,29810,9.3,9.40,11.05,13.36,15.37,21.03,19560,22990,27790,31970,43730,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of food preparation and serving workers,,1240,8.1,15.36,31940,2.8,10.70,12.62,14.81,17.72,20.02,22270,26250,30800,36860,41630,,,
"Spokane-Spokane Valley, WA","Cooks, fast food",,470,38.9,9.11,18940,2.8,8.20,8.20,8.79,9.52,10.28,17050,17050,18290,19800,21380,,,
"Spokane-Spokane Valley, WA","Cooks, institution and cafeteria",,630,11.6,12.04,25030,1.5,8.74,9.63,11.39,13.75,16.81,18180,20030,23700,28590,34960,,,
"Spokane-Spokane Valley, WA","Cooks, restaurant",,1600,7.1,10.83,22520,2.8,8.47,9.05,10.28,12.26,14.43,17630,18830,21370,25500,30010,,,
"Spokane-Spokane Valley, WA","Cooks, short order",,160,45.4,10.71,22280,3.2,8.61,9.33,10.59,11.78,12.87,17910,19400,22020,24500,26770,,,
"Spokane-Spokane Valley, WA","Cooks, all other",,**,**,10.88,22630,5.2,8.20,9.27,10.88,12.08,13.96,17050,19270,22630,25130,29040,,,
"Spokane-Spokane Valley, WA",Food preparation workers,,990,16.4,10.20,21220,2.3,8.20,8.79,9.75,11.35,12.92,17050,18280,20280,23610,26870,,,
"Spokane-Spokane Valley, WA",Bartenders,,810,13.9,13.58,28250,5.5,8.80,10.17,13.80,15.44,18.35,18300,21140,28700,32120,38170,,,
"Spokane-Spokane Valley, WA","Combined food preparation and serving workers, including fast food",,5540,8.7,9.52,19810,1.2,8.29,8.62,9.16,9.78,11.37,17250,17920,19040,20340,23650,,,
"Spokane-Spokane Valley, WA","Counter attendants, cafeteria, food concession, and coffee shop",,1680,27.3,9.60,19970,2.2,8.35,8.65,9.14,9.69,11.30,17370,17980,19010,20150,23500,,,
"Spokane-Spokane Valley, WA",Waiters and waitresses,,3090,6.2,13.13,27310,3.6,8.69,10.22,13.47,15.20,16.51,18060,21250,28010,31620,34330,,,
"Spokane-Spokane Valley, WA","Food servers, nonrestaurant",,210,24.5,10.10,21020,2.2,8.33,8.72,9.37,10.76,12.91,17330,18140,19480,22370,26850,,,
"Spokane-Spokane Valley, WA",Dining room and cafeteria attendants and bartender helpers,,**,**,9.42,19590,2.1,8.20,8.54,9.24,9.96,11.13,17050,17760,19220,20710,23140,,,
"Spokane-Spokane Valley, WA",Dishwashers,,840,16.9,9.54,19850,2.5,8.32,8.65,9.21,9.78,10.58,17300,17990,19150,20350,22010,,,
"Spokane-Spokane Valley, WA","Hosts and hostesses, restaurant, lounge, and coffee shop",,360,20.3,9.19,19120,1.8,8.20,8.23,8.95,9.66,10.32,17050,17120,18610,20100,21470,,,
"Spokane-Spokane Valley, WA",Building and grounds cleaning and maintenance occupations,major,6840,3.4,12.73,26480,3.3,8.67,9.45,11.33,15.19,19.16,18030,19660,23560,31600,39860,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of housekeeping and janitorial workers,,170,15.3,17.32,36020,3.2,11.93,14.23,16.61,19.51,24.18,24820,29600,34540,40570,50290,,,
"Spokane-Spokane Valley, WA","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,110,23.1,22.62,47050,4.7,15.68,17.98,22.51,27.76,30.72,32600,37390,46810,57730,63890,,,
"Spokane-Spokane Valley, WA","Janitors and cleaners, except maids and housekeeping cleaners",,3230,9.3,12.25,25490,2.8,8.76,9.67,11.34,14.23,17.63,18230,20120,23580,29590,36680,,,
"Spokane-Spokane Valley, WA",Maids and housekeeping cleaners,,1530,24.3,9.83,20440,3.1,8.39,8.76,9.39,10.18,12.15,17450,18230,19530,21170,25270,,,
"Spokane-Spokane Valley, WA",Landscaping and groundskeeping workers,,1620,7.9,15.09,31390,6.6,9.12,10.78,15.51,18.67,22.22,18970,22420,32260,38840,46220,,,
"Spokane-Spokane Valley, WA","Pesticide handlers, sprayers, and applicators, vegetation",,**,**,14.03,29190,6.3,11.12,12.41,13.56,14.71,18.34,23130,25810,28200,30600,38140,,,
"Spokane-Spokane Valley, WA",Personal care and service occupations,major,7410,4.4,11.83,24600,2.6,8.52,9.17,10.56,12.67,17.58,17720,19070,21970,26350,36560,,,
"Spokane-Spokane Valley, WA",Gaming supervisors,,80,2.3,18.53,38540,4.6,13.04,16.58,18.44,20.38,24.60,27130,34480,38350,42400,51170,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of personal service workers,,310,10.5,19.03,39590,4.8,11.56,13.67,19.45,23.34,26.13,24030,28440,40460,48540,54340,,,
"Spokane-Spokane Valley, WA",Nonfarm animal caretakers,,**,**,10.97,22820,7.6,8.52,9.04,10.01,11.79,14.57,17730,18810,20820,24520,30310,,,
"Spokane-Spokane Valley, WA",Gaming dealers,,390,16.5,15.26,31730,5.8,9.42,13.45,15.07,18.02,19.90,19590,27980,31350,37480,41390,,,
"Spokane-Spokane Valley, WA","Ushers, lobby attendants, and ticket takers",,480,13.9,10.34,21500,2.6,8.52,9.05,10.00,11.39,12.21,17720,18820,20810,23680,25390,,,
"Spokane-Spokane Valley, WA",Amusement and recreation attendants,,460,14.9,10.13,21080,5.7,8.36,8.68,9.23,10.02,14.28,17390,18060,19190,20830,29700,,,
"Spokane-Spokane Valley, WA","Hairdressers, hairstylists, and cosmetologists",,450,36.6,14.87,30940,8.2,9.11,11.22,14.70,17.50,20.24,18940,23350,30580,36400,42100,,,
"Spokane-Spokane Valley, WA",Skin care specialists,,**,**,17.59,36580,8.9,13.10,14.68,16.95,19.00,25.92,27240,30520,35260,39520,53910,,,
"Spokane-Spokane Valley, WA",Baggage porters and bellhops,,50,23.1,14.76,30700,3.4,12.86,13.57,14.67,15.98,17.86,26760,28230,30510,33230,37140,,,
"Spokane-Spokane Valley, WA",Child care workers,,1330,13.3,9.66,20080,2.0,8.20,8.56,9.20,9.98,11.85,17050,17810,19130,20750,24650,,,
"Spokane-Spokane Valley, WA",Personal and home care aides,,2420,7.3,10.46,21750,2.1,8.74,9.57,10.60,11.61,12.23,18180,19900,22050,24150,25450,,,
"Spokane-Spokane Valley, WA",Fitness trainers and aerobics instructors,,320,41.0,15.56,32360,15.3,8.46,8.99,12.72,22.57,27.45,17590,18690,26460,46940,57100,,,
"Spokane-Spokane Valley, WA",Recreation workers,,470,8.2,12.04,25050,3.7,8.61,9.28,10.78,12.97,18.46,17900,19310,22410,26980,38400,,,
"Spokane-Spokane Valley, WA",Residential advisors,,40,31.4,13.54,28150,8.0,9.54,10.44,11.93,16.90,20.02,19850,21710,24810,35150,41640,,,
"Spokane-Spokane Valley, WA","Personal care and service workers, all other",,**,**,10.53,21900,11.8,8.45,8.84,9.48,11.98,14.28,17580,18380,19720,24910,29700,,,
"Spokane-Spokane Valley, WA",Sales and related occupations,major,25850,3.8,16.42,34150,3.5,8.57,9.34,12.02,18.53,28.28,17820,19430,25000,38550,58820,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of retail sales workers,,1630,5.2,22.95,47740,5.5,12.73,14.76,18.12,23.63,36.93,26480,30700,37690,49160,76820,,,
"Spokane-Spokane Valley, WA",First-line supervisors/managers of non-retail sales workers,,560,10.3,32.45,67500,4.5,17.72,22.22,29.35,37.87,50.72,36860,46220,61050,78770,105490,,,
"Spokane-Spokane Valley, WA",Cashiers,,5750,7.7,10.64,22120,2.6,8.34,8.79,9.55,11.38,14.96,17350,18290,19850,23670,31110,,,
"Spokane-Spokane Valley, WA",Counter and rental clerks,,1420,13.7,11.97,24910,4.3,8.42,8.90,9.83,14.94,18.44,17510,18510,20450,31070,38350,,,
"Spokane-Spokane Valley, WA",Parts salespersons,,540,16.5,15.15,31520,5.9,9.26,11.81,14.52,17.73,20.35,19270,24570,30210,36870,42330,,,
"Spokane-Spokane Valley, WA",Retail salespersons,,7770,7.5,12.77,26550,3.9,8.42,8.99,10.40,14.16,19.24,17520,18690,21640,29460,40020,,,
