PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3021,Automotive Body and Related Repairers,,2290,11.3,0.805,0.789,25.64,53330,4.8,11.98,16.68,22.63,33.13,43.66,24930,34690,47080,68910,90810,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3023,Automotive Service Technicians and Mechanics,,10820,7.7,3.807,0.824,22.95,47740,1.9,11.54,16.01,22.25,28.64,35.23,24000,33310,46280,59560,73280,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,,2420,9.4,0.852,0.486,22.39,46580,2.7,14.11,17.9,21.72,26.66,31.98,29340,37240,45180,55460,66520,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3041,Farm Equipment Mechanics and Service Technicians,,70,33.6,0.024,0.101,19.66,40900,4.4,14.98,16.9,19.36,22.7,25.47,31150,35140,40270,47220,52970,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",,1160,8.9,0.408,0.478,24.64,51250,1.5,17.02,20.63,24.27,28.85,33.19,35400,42920,50480,60000,69040,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3043,Rail Car Repairers,,310,48.4,0.108,0.712,17.56,36520,13.8,11.66,13.38,15.58,19.73,27.85,24260,27840,32400,41040,57940,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3051,Motorboat Mechanics and Service Technicians,,80,48.6,0.028,0.211,18.86,39240,7.7,9.93,11.04,16.53,22.84,33.37,20650,22960,34390,47510,69410,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3052,Motorcycle Mechanics,,**,**,**,**,21.23,44160,8.6,13.47,16.4,19.44,27.58,31.29,28010,34100,40430,57370,65080,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,,360,20.6,0.128,0.651,17.17,35720,5.2,12.22,13.64,15.44,18.24,25.5,25420,28360,32100,37940,53040,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3091,Bicycle Repairers,,200,31.4,0.071,0.947,11.53,23990,4,8.59,9.59,11.42,13.48,14.81,17870,19950,23760,28030,30800,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3092,Recreational Vehicle Service Technicians,,**,**,**,**,17.26,35910,6.3,12.53,15.21,17.67,20.17,21.91,26060,31640,36760,41950,45580,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-3093,Tire Repairers and Changers,,1250,20,0.439,0.593,13.03,27100,5.6,8.46,10.06,11.81,15.69,20.03,17590,20930,24570,32630,41660,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9011,Mechanical Door Repairers,,390,33.3,0.139,1.334,18.7,38900,4.2,12.47,14.79,18.07,22.41,26.49,25940,30770,37590,46620,55090,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",,520,15.2,0.183,0.536,26.2,54500,4.2,15.66,20.36,25.96,29.99,38.41,32560,42350,54000,62370,79900,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,4440,10.3,1.563,0.886,26.95,56060,4.3,15.92,20.78,26.46,31.21,36.62,33110,43230,55030,64920,76170,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9031,Home Appliance Repairers,,530,22.4,0.186,0.713,18.36,38190,7.2,8.72,12.06,16.78,25.34,30.89,18140,25080,34900,52710,64250,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9041,Industrial Machinery Mechanics,,1630,7.6,0.573,0.264,25.82,53710,2.7,15.36,19.72,25.63,31.37,36.52,31950,41020,53320,65250,75960,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9043,"Maintenance Workers, Machinery",,480,8.8,0.167,0.305,22.07,45910,3.8,10.57,16.12,22.34,28,32.74,21990,33520,46480,58240,68090,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9044,Millwrights,,280,43.6,0.097,0.336,27.08,56320,6.1,15.32,21.16,27.95,32.01,39.23,31870,44010,58140,66590,81600,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9051,Electrical Power-Line Installers and Repairers,,1110,13.2,0.39,0.47,25.97,54020,2.1,15.43,20.24,27.55,31.61,34.67,32080,42090,57300,65740,72110,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9052,Telecommunications Line Installers and Repairers,,5220,11.7,1.838,1.494,26.31,54730,3.2,15.05,19.83,28.02,31.83,34.86,31300,41250,58280,66210,72510,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9062,Medical Equipment Repairers,,350,25.6,0.123,0.474,26.38,54880,5,17.23,20.94,25.21,31.93,38.49,35840,43560,52440,66410,80060,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9063,Musical Instrument Repairers and Tuners,,60,48.3,0.022,0.495,15.63,32520,5.1,11.86,13.87,15.54,17.31,19.49,24660,28850,32310,36010,40540,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9064,Watch Repairers,,50,45.6,0.017,0.965,19.29,40130,8.7,12.57,13.73,20.83,24.07,26.12,26140,28570,43330,50070,54330,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9069,"Precision Instrument and Equipment Repairers, All Other",,60,29.9,0.021,0.211,27.26,56710,7.3,16.69,23.68,29.02,33.16,36.03,34720,49260,60360,68970,74950,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9071,"Maintenance and Repair Workers, General",,21600,3.2,7.604,0.794,20.35,42330,0.8,12.31,15.57,19.56,24.93,29.66,25600,32390,40680,51850,61690,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",,610,34.4,0.215,0.754,20.71,43090,3.3,15.62,19.1,20.87,22.63,26.6,32480,39730,43400,47060,55320,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9094,Locksmiths and Safe Repairers,,280,21.2,0.1,0.802,21.55,44820,3.8,13.47,16.62,21.22,26.76,29.97,28010,34570,44140,55650,62330,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9096,Riggers,,90,34.4,0.03,0.279,22.83,47490,4.7,12.19,17.19,24.45,28.12,29.94,25360,35750,50860,58480,62270,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,2870,7.9,1.009,1.041,14.56,30290,3.9,8.49,10.32,13.53,17.61,23.7,17660,21460,28130,36630,49290,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49-9799,"Installation, Maintenance, and Repair Workers, All Other*",,1740,12.4,0.613,0.656,19.93,41460,4.2,10.34,12.81,18.2,26.47,32.03,21510,26640,37850,55060,66630,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-0000,Production Occupations,major,55860,3.7,19.662,0.303,17.87,37180,1,8.98,11.18,15.75,22.27,30.47,18680,23260,32770,46320,63370,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-1011,First-Line Supervisors of Production and Operating Workers,,4400,4.7,1.549,0.355,29.44,61240,1.4,16.23,20.93,28.42,36.52,44.71,33770,43530,59120,75960,92990,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2021,"Coil Winders, Tapers, and Finishers",,**,**,**,**,13.5,28090,2.9,8.88,10.48,12.97,15.88,19.53,18470,21790,26980,33020,40620,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2022,Electrical and Electronic Equipment Assemblers,,1710,12.6,0.602,0.424,17.5,36400,4.5,10.01,12.5,16.18,21.41,28.26,20820,25990,33660,44540,58780,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2023,Electromechanical Equipment Assemblers,,160,19.6,0.055,0.143,14.62,30410,6.5,8.77,11.94,14.66,17.33,19.41,18240,24840,30490,36050,40370,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2041,Structural Metal Fabricators and Fitters,,860,18.5,0.304,0.486,16.94,35230,4.4,11.28,13.54,16.53,20.15,23.39,23470,28170,34380,41920,48660,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2092,Team Assemblers,,2720,10,0.958,0.131,14.18,29490,2,9.04,10.77,13.49,17.11,20.55,18800,22400,28060,35580,42730,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-2099,"Assemblers and Fabricators, All Other",,1390,12.2,0.489,0.251,13.99,29100,3.3,8.47,10.08,12.84,16.18,22.78,17610,20970,26700,33650,47380,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3011,Bakers,,2430,9.6,0.855,0.772,14.58,30320,2.8,9.1,10.69,14.13,17.95,21.72,18920,22240,29390,37330,45180,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3021,Butchers and Meat Cutters,,1910,11.5,0.671,0.677,17.2,35790,2.7,8.83,12.56,18.7,21.3,23.35,18370,26130,38900,44310,48570,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,550,23.5,0.194,0.151,15.22,31650,5.6,8.54,10.11,14.8,20.35,22.17,17770,21040,30790,42320,46110,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3023,Slaughterers and Meat Packers,,120,16.1,0.042,0.06,11.4,23720,5.2,9.36,10.19,11.05,11.94,14.06,19470,21190,22980,24830,29250,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,70,16.6,0.024,0.163,11.37,23640,15.5,7.96,8.71,9.82,11.15,15.76,16550,18120,20420,23200,32780,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3092,Food Batchmakers,,540,29.2,0.191,0.25,12.33,25650,5.5,7.62,8.89,11.15,15.33,17.8,15850,18500,23190,31880,37020,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-3093,Food Cooking Machine Operators and Tenders,,220,29.3,0.078,0.308,10.09,20990,3.9,7.75,8.48,9.86,11.29,13.35,16120,17640,20500,23480,27760,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",,450,11.5,0.159,0.164,15.95,33180,2.3,11.64,13.08,15.56,18.37,21.78,24210,27210,32370,38210,45310,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",,30,18.7,0.012,0.093,21.97,45710,4,16.28,17.88,19.98,26.46,30.62,33870,37200,41560,55040,63690,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",,230,20,0.082,0.057,15.41,32040,2.5,10.32,12.41,14.71,18.14,21.05,21470,25820,30610,37740,43790,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,130,39.4,0.045,0.082,13.82,28750,6.5,8.39,9.53,13.41,17.6,20.9,17450,19810,27890,36600,43470,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,50,33.7,0.017,0.053,16.3,33910,5.2,11.7,13.55,15.61,18.35,22.09,24330,28190,32480,38170,45940,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4041,Machinists,,780,16.3,0.275,0.099,23.28,48430,3.2,13.1,17.29,22.06,28.27,36.03,27250,35970,45890,58810,74940,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4061,"Model Makers, Metal and Plastic",,**,**,**,**,16.1,33490,8.7,7.58,9.84,16.32,20.79,25.53,15760,20470,33950,43240,53100,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",,370,42.7,0.131,0.145,14.66,30490,5.6,9.08,10.68,13.68,16.75,19.16,18890,22200,28460,34830,39860,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,200,29.9,0.069,0.126,17.05,35460,3.9,11.97,13.95,16.71,20.46,23.11,24900,29010,34760,42560,48070,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4111,Tool and Die Makers,,**,**,**,**,26.46,55030,9.2,20.6,22.21,24.79,31.96,34.3,42850,46200,51560,66470,71340,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4121,"Welders, Cutters, Solderers, and Brazers",,1640,14.1,0.577,0.233,21.78,45300,2.9,12.44,15.89,19.91,28.42,33.96,25880,33040,41410,59120,70630,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,70,41,0.026,0.086,19.11,39760,3.9,12.43,15.11,20.14,22.35,24.85,25850,31430,41880,46480,51690,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",,30,19.3,0.011,0.046,17.33,36040,7.6,10.49,11.83,18.03,21.65,25.36,21820,24620,37490,45040,52740,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-4194,"Tool Grinders, Filers, and Sharpeners",,**,**,**,**,13.63,28350,4,10.19,11.52,13.59,15.22,18.31,21200,23960,28280,31650,38090,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-5111,Prepress Technicians and Workers,,1630,13.4,0.575,1.52,21.45,44610,8.6,11.04,14.86,20.25,26.94,34.48,22960,30910,42110,56040,71710,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-5112,Printing Press Operators,,4720,24.5,1.661,1.105,18.96,39440,10.2,9.85,11.03,16.18,24.82,32.03,20480,22950,33650,51620,66630,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-5113,Print Binding and Finishing Workers,,2070,20.6,0.729,1.708,17.97,37380,8.5,10.22,12.41,15.33,22.22,29.55,21260,25800,31880,46230,61460,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6011,Laundry and Dry-Cleaning Workers,,4160,13.1,1.463,0.908,10.9,22670,3.3,7.75,8.41,9.79,12.88,15.76,16110,17490,20360,26780,32780,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6021,"Pressers, Textile, Garment, and Related Materials",,1120,23,0.394,0.885,9.4,19560,2.7,7.72,8.24,9,9.99,11.51,16060,17130,18720,20770,23940,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6031,Sewing Machine Operators,,630,12.4,0.221,0.191,12.86,26740,4.1,8.35,9.78,12.06,15.83,18.24,17360,20350,25080,32920,37940,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6041,Shoe and Leather Workers and Repairers,,110,46.2,0.038,0.804,13.85,28810,22.6,8.36,9.26,12.06,14.73,20.41,17380,19270,25090,30630,42450,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6052,"Tailors, Dressmakers, and Custom Sewers",,1010,23.8,0.356,1.724,15.2,31610,5.6,9.2,11.53,15.45,18.66,21.08,19130,23990,32130,38800,43840,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",,**,**,**,**,11.45,23810,2.7,8.69,9.92,11.3,13,14.59,18070,20640,23510,27030,30350,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6093,Upholsterers,,290,37,0.104,0.437,17.22,35810,6,11.84,14.99,16.74,18.45,24.53,24620,31170,34820,38370,51020,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,**,**,**,**,15.41,32060,10.4,8.63,14.78,16.19,17.61,18.47,17940,30730,33680,36620,38410,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-7011,Cabinetmakers and Bench Carpenters,,830,13.7,0.294,0.444,20.3,42230,3.9,11.73,14.93,19.95,25.51,29.67,24400,31050,41490,53050,61710,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-7021,Furniture Finishers,,90,24.7,0.03,0.248,17.32,36030,4.3,9.1,13.46,17.86,21.52,24.19,18940,27990,37150,44750,50320,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",,120,15.3,0.043,0.148,12.31,25600,6.6,9.04,9.87,10.87,12.62,20.46,18810,20520,22600,26250,42550,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,430,28,0.152,0.316,13.35,27770,4.3,10.15,11.06,12.53,15.34,18,21100,23010,26060,31900,37440,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-7099,"Woodworkers, All Other",,50,26.5,0.018,0.266,20.08,41770,5,10.44,12.3,20.14,26.53,29.66,21720,25580,41900,55190,61700,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8012,Power Distributors and Dispatchers,,170,25.4,0.06,0.755,*,*,*,*,*,*,*,*,*,*,*,*,*,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8013,Power Plant Operators,,250,11.4,0.089,0.283,30.18,62770,2.5,20.81,28.07,31.1,34.08,36.22,43290,58390,64680,70890,75340,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8021,Stationary Engineers and Boiler Operators,,1010,9.7,0.355,1.26,28.58,59440,2.4,20.34,24.85,29.64,32.42,36.4,42320,51700,61660,67430,75700,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8031,Water and Wastewater Treatment Plant and System Operators,,1170,9.3,0.412,0.483,24.47,50900,1.7,16.14,19.41,24.18,29.5,33.64,33580,40370,50300,61360,69980,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8092,Gas Plant Operators,,170,7.7,0.06,0.566,30.08,62570,3.5,23.07,26.28,29.86,34.33,39.21,47980,54670,62100,71410,81550,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-8099,"Plant and System Operators, All Other",,350,5.4,0.122,1.426,28.61,59510,2.5,21.89,26.48,29.67,31.22,32.77,45530,55080,61710,64930,68160,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9011,Chemical Equipment Operators and Tenders,,240,23.6,0.084,0.231,23.12,48080,6.3,13.25,16.39,20.01,31.34,36.18,27560,34090,41610,65190,75250,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,260,39.7,0.091,0.304,19.65,40870,5.1,12.79,15.08,17.91,21.75,31.27,26610,31380,37250,45250,65030,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,80,19.8,0.028,0.107,16.64,34620,3.2,12.58,13.72,15.79,19.16,21.97,26170,28540,32850,39840,45700,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9022,"Grinding and Polishing Workers, Hand",,170,39.3,0.058,0.269,15.37,31960,6.7,9.77,11.64,15.15,18.55,21.92,20310,24220,31510,38570,45590,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",,290,17.7,0.103,0.106,16.22,33740,5.2,10.46,11.87,15.36,20.15,23.29,21760,24690,31950,41920,48430,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9031,"Cutters and Trimmers, Hand",,**,**,**,**,14.79,30760,10.4,9.26,10.74,12.51,18.4,21.16,19270,22350,26030,38260,44010,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",,250,11.4,0.087,0.18,16.59,34500,2.9,11.69,13.42,15.97,18.84,22.95,24320,27910,33210,39180,47740,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,250,24,0.088,0.172,13.35,27770,4.4,8.84,11.5,13.25,15.32,18.02,18390,23920,27560,31860,37480,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",,2590,11.1,0.911,0.282,19.75,41080,3,10.09,12.53,18.4,25.4,31.73,20990,26060,38260,52830,65990,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9071,Jewelers and Precious Stone and Metal Workers,,260,23.9,0.091,0.538,19.41,40370,25.5,9.02,10.18,13.81,19.5,27.48,18760,21170,28720,40560,57160,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9081,Dental Laboratory Technicians,,650,15.2,0.23,0.762,19.03,39570,4.6,9.15,13.16,18.9,23.48,29.8,19030,27380,39310,48830,61980,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9082,Medical Appliance Technicians,,70,47.1,0.024,0.229,*,*,*,*,*,*,*,*,*,*,*,*,*,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9083,Ophthalmic Laboratory Technicians,,310,22.3,0.109,0.497,16.21,33720,3,10.49,13.64,16.44,18.63,21.37,21820,28360,34190,38750,44450,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9111,Packaging and Filling Machine Operators and Tenders,,1600,23.8,0.562,0.209,13.96,29030,5.2,8.77,9.9,13.25,17.34,20.55,18230,20590,27550,36070,42740,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",,250,24.1,0.088,0.144,15.53,32290,5.1,9.75,11.78,15.4,17.77,22.72,20280,24500,32040,36950,47260,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9122,"Painters, Transportation Equipment",,700,13.6,0.245,0.719,24.27,50480,5.2,13.71,16.99,21.94,29.97,40.24,28520,35340,45630,62330,83690,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9123,"Painting, Coating, and Decorating Workers",,130,36.3,0.045,0.239,14.15,29420,8.9,8,8.86,12.74,16.55,26.25,16630,18430,26500,34420,54600,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9151,Photographic Process Workers and Processing Machine Operators,,1120,11.6,0.395,0.873,11.99,24930,2.9,8.34,9.24,10.85,13.62,18.31,17350,19220,22570,28320,38080,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9193,Cooling and Freezing Equipment Operators and Tenders,,60,26.6,0.023,0.326,9.56,19890,9.6,7.42,7.62,8.53,10.38,14.72,15440,15840,17740,21580,30610,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9194,Etchers and Engravers,,50,34.9,0.016,0.251,28.49,59260,4.5,16.18,18.59,22.36,29.98,62.69,33660,38680,46510,62370,130390,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",,230,24.1,0.08,0.315,16.91,35170,6.2,10.45,12.8,15.97,19.17,25.28,21730,26630,33210,39880,52580,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",,230,23.5,0.082,0.118,15.93,33120,5.4,10.42,11.8,14.84,19.45,23.63,21670,24530,30860,40450,49160,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9198,Helpers--Production Workers,,2060,11.9,0.726,0.234,12.45,25900,2.3,8.38,10,12.19,14.56,17.11,17430,20800,25360,30290,35580,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-9399,"Production Workers, All Other*",,1010,20.2,0.357,0.198,15.85,32970,8.7,8.41,9.55,13.29,20.56,27.44,17490,19860,27640,42760,57080,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-0000,Transportation and Material Moving Occupations,major,116650,2,41.063,0.611,17.42,36230,1.6,8.48,10.71,15.33,20.88,27.34,17630,22280,31890,43440,56860,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-1011,Aircraft Cargo Handling Supervisors,,40,35,0.016,0.33,25.42,52870,7.7,17.05,20.94,23.98,29.79,35.33,35460,43550,49880,61970,73480,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,2090,5.6,0.735,0.562,24.26,50470,1.8,14.7,18.66,23.13,29.48,35.58,30580,38810,48120,61320,74000,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,3520,5.6,1.238,0.801,29.69,61750,2.2,17.35,22.4,28.02,34.43,41.77,36090,46590,58270,71610,86890,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-2011,"Airline Pilots, Copilots, and Flight Engineers",,2300,4,0.809,1.499,*,103240,5.1,*,*,*,*,*,65090,79780,99910,123460,159030,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-2012,Commercial Pilots,,330,23,0.118,0.502,*,77970,7.7,*,*,*,*,*,40280,46190,75270,99690,135830,True,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-2021,Air Traffic Controllers,,1300,2,0.457,2.423,63.46,132010,1.9,31.31,50.48,68.16,79.48,#,65110,104990,141760,165320,#,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53-2022,Airfield Operations Specialists,,180,35.3,0.064,1.199,22.62,47050,5.3,14.54,18.66,21.66,26.1,32.79,30250,38800,45050,54290,68210,,
