AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,490,5,2.29,0.8,,,18.97,39460,0.8,13.82,16.67,19.49,20.57,23.43,28750,34670,40540,42780,48740,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,1400,5.4,6.505,0.7,,,17.24,35870,0.9,14.2,14.69,17.29,18.41,21.55,29530,30550,35960,38300,44820,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,130,45.3,0.621,0.75,,,14.17,29460,10.5,11.26,13.56,13.56,13.56,17.53,23430,28200,28200,28200,36460,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,570,5.6,2.655,0.46,,,16.35,34010,1,12.61,14.28,16.49,17.5,19.96,26240,29700,34300,36400,41510,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,670,4.4,3.095,0.66,,,18.59,38660,1.8,11.08,12.79,16.51,22.61,28.87,23040,26590,34330,47030,60040,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,5250,2.8,24.366,1.01,,,14.59,30350,1.1,11.52,13.28,14.33,15.44,17.17,23970,27630,29800,32120,35720,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,2740,3.1,12.726,0.86,,,19.28,40100,1.6,10.87,14.01,17.13,22.64,29.38,22600,29140,35630,47090,61120,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,540,4.3,2.513,1.42,,,16.75,34830,0.8,13.25,14.75,17.68,17.95,20.45,27560,30690,36780,37340,42530,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,480,11,2.221,0.7,,,14.79,30760,1.9,10.87,13.18,14.34,16.31,18.18,22600,27420,29820,33920,37810,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,500,5.2,2.313,0.76,,,14.59,30350,1.1,11.11,12.89,14.3,16.63,17.97,23120,26800,29740,34600,37370,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,450,8.3,2.1,0.75,,,13.67,28430,1.2,10.93,11.34,13.65,14.36,17.32,22730,23590,28400,29870,36020,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,50,28.4,0.211,0.37,,,17.82,37060,3.7,14.26,14.3,16,18.07,30,29670,29750,33280,37580,62400,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,5380,1.1,24.982,0.86,,,18.58,38640,0.6,14.13,15.57,17.8,19.76,23.79,29390,32390,37030,41090,49490,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,190,4.7,0.879,0.78,,,24.28,50510,1.3,17.47,20.09,22.84,27.29,32.82,36340,41790,47500,56770,68270,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,160,12.7,0.725,0.87,,,25.94,53940,2.6,20.04,21.37,24.41,29.02,35.62,41670,44460,50770,60360,74100,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,3080,1.3,14.328,1,,,17.83,37090,0.6,14.04,15,17.5,19.53,22.5,29200,31200,36390,40630,46800,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,530,5.5,2.466,0.45,,,16.1,33480,0.7,13.8,14.35,15.94,17.48,19.02,28710,29850,33160,36360,39550,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,1310,2.5,6.093,0.99,,,18.82,39140,0.8,14.59,17.08,18.14,20.37,23.08,30350,35520,37720,42360,48010,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,80,31,0.372,1.12,,,30.82,64110,12.8,16.07,20.96,24.55,31.83,33.48,33430,43600,51060,66200,69640,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,6600,1.5,30.666,1.53,,,17.3,35980,0.8,13.46,15.67,15.67,17.85,22.86,27990,32590,32590,37120,47550,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,110,10.4,0.522,0.9,,,25.44,52920,2.5,17.5,19.51,23.52,31.75,37.33,36390,40580,48910,66040,77650,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,70,22,0.334,0.48,,,23.27,48400,3.9,17.47,19.34,22.87,27.26,30.14,36330,40230,47560,56710,62680,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,340,7.3,1.573,0.89,,,15.07,31340,2.4,11.9,13.43,13.92,16,19.92,24750,27940,28960,33280,41430,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,590,6.7,2.751,1.16,,,14.74,30660,1.1,11.01,12.5,15.01,15.67,18.54,22900,25990,31220,32600,38570,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,240,23.2,1.118,0.58,,,21.58,44890,3.1,11.48,13.38,18.39,26.72,33,23880,27820,38250,55590,68650,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,50,32.4,0.252,0.26,,,20.01,41610,12.9,10.1,14.11,16.7,22.55,36.18,21010,29350,34730,46910,75250,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,80,17.6,0.365,0.85,,,26.02,54120,5.3,17.51,18.51,25.26,29.58,35.84,36430,38500,52540,61520,74550,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,200,2.2,0.922,2.99,,,15.99,33260,0.8,15.67,15.67,15.67,15.67,16.37,32590,32590,32590,32590,34060,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,810,6.9,3.751,1.15,,,14.91,31010,1.6,11.85,13.61,14.01,16.36,18.07,24650,28310,29140,34020,37590,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,480,9.4,2.235,1.21,,,24.48,50920,3.1,14.54,17.67,23.55,25.41,35.89,30230,36760,48970,52850,74660,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,3070,0.5,14.264,7.69,,,16.62,34560,0.8,15.67,15.67,15.67,17.85,17.85,32590,32590,32590,37120,37120,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,330,1.1,1.519,2.6,,,17.39,36170,0.8,15.67,15.67,15.67,15.67,24.3,32590,32590,32590,32590,50540,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,13740,1,63.812,0.72,,,28.6,59490,1.1,13.12,14.3,17.56,29.32,51.22,27290,29750,36520,60990,106540,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,970,2.8,4.508,0.63,,,25.59,53230,1.6,15.21,18.37,22.85,28.62,36.58,31630,38220,47530,59540,76090,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,200,8.2,0.932,0.62,,,44.65,92880,2.6,25.67,35.65,38.97,49.93,68.45,53380,74150,81050,103850,142380,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,3330,3.5,15.458,0.71,,,14.91,31020,0.6,11.88,13.62,14.47,15.61,17.37,24710,28340,30100,32480,36120,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,340,5.1,1.592,0.62,,,20.32,42270,2,14.11,16.15,17.88,22.06,28.13,29340,33600,37190,45880,58510,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,160,11.6,0.743,0.43,,,22.66,47140,3.1,13.49,16.58,21.09,29.76,34.44,28050,34490,43880,61890,71640,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,4650,2.4,21.596,0.89,,,17.91,37260,1.2,12.19,13.62,15.49,18.09,23.38,25350,28330,32210,37630,48630,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,80,9.7,0.386,0.54,,,36.32,75550,6.1,17.95,22.52,29.35,39.45,54.03,37330,46850,61040,82060,112380,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,280,14.8,1.281,0.43,,,42.31,88010,4.5,17.13,23.76,28.2,42.84,78.01,35640,49430,58660,89110,162250,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,310,12.3,1.451,0.46,,,46.08,95850,10.2,22.51,22.67,30.36,59.35,79.85,46830,47140,63140,123450,166100,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,1070,4.1,4.982,0.66,,,40.83,84920,1.8,18.63,24.65,35.66,49.21,70.24,38740,51260,74180,102360,146090,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,640,5.6,2.977,1.45,,,116.98,243320,2.9,30.61,49.44,80.33,#,#,63660,102830,167080,#,#,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1250,2.5,5.783,0.68,,,40.23,83680,1.4,18.33,23.84,35.74,49.23,66.72,38130,49590,74330,102400,138780,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,90,39.6,0.429,0.33,,,34.47,71690,10.6,16.1,18.3,24.46,41.4,66.58,33490,38070,50880,86120,138490,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,170,14.3,0.79,2.02,,,58.44,121550,3.5,34.61,41,53.98,70.23,85.13,71980,85280,112280,146080,177070,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,90,15.5,0.43,0.57,,,24.23,50400,6.5,14.3,17.56,17.69,36.09,39.16,29750,36520,36800,75060,81450,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,24670,0.7,114.567,0.94,,,22.08,45930,0.3,15.26,17.18,20.33,24.52,30.65,31730,35740,42280,51000,63750,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1290,2.9,5.998,0.61,,,32.49,67580,0.5,21.55,25.11,30.05,38.14,47.21,44820,52230,62500,79330,98210,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,40,16.3,0.169,0.58,,,18.4,38280,5.9,12.7,13.7,19.28,22.53,23.34,26420,28490,40110,46860,48540,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,100,12.5,0.48,0.38,,,21.98,45720,2.8,17.18,17.22,21.9,24.16,27.92,35740,35810,45560,50260,58080,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,550,3.8,2.554,0.9,,,22.39,46570,0.8,18.08,19.5,22.5,24.19,27.71,37610,40570,46790,50300,57630,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1490,3.2,6.937,0.7,,,23.42,48710,0.5,16.78,18.62,22.63,26.99,30.33,34910,38740,47080,56140,63090,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,140,3.8,0.658,0.64,,,27.14,56440,1.1,18.92,22.69,27.09,30.65,36,39360,47190,56350,63750,74890,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,70,3.5,0.319,0.79,,,23.58,49050,1.7,19.79,21.31,23.27,25.56,28.37,41160,44330,48410,53160,59000,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,330,10.5,1.535,0.68,,,18.97,39460,1.5,17.42,18.08,18.55,20.24,21.46,36230,37600,38580,42100,44630,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,240,3.2,1.094,1.05,,,24.75,51480,0.8,19.17,21.07,24.81,27.32,30.25,39870,43830,51610,56820,62920,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4051,Customer Service Representatives,detailed,3790,2.4,17.589,0.93,,,20.1,41800,0.6,15.26,16.71,17.45,21.82,27.81,31730,34760,36300,45380,57850,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,100,3.2,0.488,0.49,,,26.85,55840,0.8,19.27,23.78,28.49,30,31.72,40090,49460,59260,62400,65980,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4071,File Clerks,detailed,110,5.3,0.508,0.94,,,21.06,43810,3.6,12.85,17,21.29,23.45,28.47,26730,35360,44280,48780,59210,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,220,10.2,1.001,0.58,,,15.88,33020,2,13.12,14.53,14.98,17.13,19.27,27290,30210,31160,35640,40070,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4111,"Interviewers, Except Eligibility and Loan",detailed,650,2.5,3.019,2.86,,,24.04,50000,0.6,17.76,19.5,22.83,28.72,28.72,36930,40570,47480,59750,59750,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4121,"Library Assistants, Clerical",detailed,810,1.4,3.772,6.85,,,16.48,34280,0.4,15.26,15.26,15.26,16.92,22.29,31730,31730,31730,35190,46350,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4131,Loan Interviewers and Clerks,detailed,260,8.4,1.23,0.92,,,23.61,49100,3.4,17.96,18.2,22.61,23.71,29.07,37350,37850,47040,49320,60460,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4141,New Accounts Clerks,detailed,80,12.4,0.359,1.33,,,21.5,44720,1.8,18.14,18.81,20.76,23.01,25.43,37730,39130,43180,47870,52900,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4151,Order Clerks,detailed,110,12.4,0.496,0.82,,,24.69,51360,1.4,19.24,22.24,23.43,28.14,32.43,40020,46250,48730,58530,67450,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,160,3.5,0.732,1.1,,,21.58,44890,1.3,16.16,18.17,22.26,23.44,28.54,33610,37790,46300,48760,59370,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4171,Receptionists and Information Clerks,detailed,1420,6.3,6.616,1,,,17.83,37080,0.6,13.83,16.51,17.33,18.44,22.29,28760,34340,36040,38350,46360,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,60,24.1,0.267,0.34,,,18.07,37590,6.9,16.16,16.16,16.16,19.49,22.81,33620,33620,33620,40550,47450,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-4199,"Information and Record Clerks, All Other",detailed,90,7.2,0.433,0.43,,,25.61,53280,2.5,18.44,22.26,25.56,28.93,32.15,38360,46300,53160,60170,66870,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5011,Cargo and Freight Agents,detailed,50,12.8,0.246,0.36,,,25.03,52070,2,17.61,23.11,23.19,28.99,29.49,36630,48060,48240,60290,61330,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5021,Couriers and Messengers,detailed,80,14.8,0.355,0.75,,,18.52,38520,2.2,14.63,17.79,18.63,19.35,22.01,30440,37000,38750,40240,45780,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5031,Public Safety Telecommunicators,detailed,130,11.1,0.595,0.92,,,26.23,54560,2.4,17.96,21.64,27,32.82,32.82,37370,45020,56160,68260,68260,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,120,14.1,0.545,0.4,,,24.73,51440,2.1,15.77,17.79,22.99,29.85,37.08,32800,37010,47820,62090,77120,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5051,Postal Service Clerks,detailed,50,0,0.251,0.49,,,30.72,63900,0,24.71,27.17,32.57,34.54,35.17,51400,56510,67750,71840,73150,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5052,Postal Service Mail Carriers,detailed,410,0,1.904,0.87,,,28.33,58930,0,19.58,22.59,27.08,36.2,36.2,40730,46990,56330,75300,75300,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5061,"Production, Planning, and Expediting Clerks",detailed,190,13.2,0.874,0.34,,,28.32,58910,2.2,16.72,20.6,26.04,35.58,44.01,34780,42840,54160,74010,91530,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,760,8.3,3.526,0.63,,,21.05,43790,0.7,16.41,17.63,19.43,22.52,28.08,34140,36680,40410,46840,58400,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,500,2.3,2.317,0.73,,,32.56,67720,1.7,17.01,25.46,31,37.74,46.16,35370,52950,64480,78490,96010,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-6012,Legal Secretaries and Administrative Assistants,detailed,100,29.2,0.464,0.46,,,28.32,58910,6.3,21.53,24.08,29.07,32.21,36.77,44780,50090,60460,67000,76480,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-6013,Medical Secretaries and Administrative Assistants,detailed,1870,2.1,8.687,1.76,,,20.34,42310,0.7,17.5,19,19.27,22.13,22.49,36410,39520,40090,46040,46770,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,2250,1.7,10.455,0.89,,,22.91,47650,0.7,15.66,18.66,23.12,26.7,29.25,32580,38800,48080,55530,60830,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-9021,Data Entry Keyers,detailed,150,9.5,0.69,0.68,,,20.01,41610,3.1,15.26,17.53,18.61,23.03,26.31,31730,36470,38700,47900,54730,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-9041,Insurance Claims and Policy Processing Clerks,detailed,180,9.3,0.837,0.53,,,22.44,46680,2.7,16.54,18.18,21.21,23.63,30.53,34410,37810,44120,49150,63490,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,50,7.3,0.226,0.52,,,19.99,41590,1.5,13.32,16.84,20.82,23.58,23.94,27700,35020,43310,49040,49800,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-9061,"Office Clerks, General",detailed,5350,1.4,24.843,1.51,,,20.64,42920,0.5,15.26,15.26,17.86,23.27,29.6,31740,31740,37150,48410,61570,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,43-9199,"Office and Administrative Support Workers, All Other",detailed,130,9.1,0.613,0.54,,,25.41,52850,2.2,17.45,19.96,24.77,28.93,30.98,36300,41520,51510,60170,64440,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,140,7.6,0.651,0.23,,,18.76,39010,2.1,10.93,13.56,17.46,20.85,29.3,22740,28190,36320,43370,60950,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,60,15.7,0.287,0.17,,,18.58,38650,5.1,14.34,16.63,17.46,20.22,21.39,29830,34600,36320,42060,44500,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,4080,1.8,18.942,0.46,,,30.76,63980,0.7,18.63,23,28.7,38.29,45.83,38750,47840,59690,79640,95320,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,400,4.8,1.862,0.36,,,39.46,82070,1.8,25.2,30.46,37.56,49.41,56.65,52410,63350,78120,102770,117840,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2031,Carpenters,detailed,580,9.6,2.716,0.59,,,29.37,61090,1.9,18.81,23.66,28.71,37.03,38.22,39130,49210,59710,77020,79500,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2051,Cement Masons and Concrete Finishers,detailed,90,14.8,0.41,0.31,,,28.5,59280,2.3,18,22.08,29.14,34.18,36.31,37440,45920,60600,71100,75530,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2061,Construction Laborers,detailed,660,10.1,3.043,0.45,,,24.91,51810,3.7,17.18,19.44,23.33,27.56,42.07,35740,40420,48530,57320,87510,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,170,7.6,0.784,0.26,,,29.81,62000,1.7,19.04,25.24,28.64,36.83,40.58,39610,52500,59580,76610,84410,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2111,Electricians,detailed,670,2.2,3.108,0.66,,,36.04,74960,1.7,19.82,28.89,38.35,44.34,46.73,41230,60090,79770,92230,97200,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,190,4.3,0.884,0.62,,,24.82,51630,1.7,16.52,18.81,23.02,29.33,36.42,34360,39130,47880,61010,75750,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,320,15.4,1.49,0.52,,,35.52,73880,1.5,19.37,23.94,37.76,45.83,47.59,40290,49800,78540,95320,98980,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,110,7.6,0.527,0.59,,,26.42,54960,2.7,18.22,21.64,24.56,34.12,35.86,37900,45010,51090,70970,74590,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,190,34.9,0.883,1.15,,,29.05,60420,8.7,22.65,23,25.19,32.77,45.23,47120,47840,52400,68160,94070,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,70,10.7,0.333,0.38,,,37.28,77530,3.4,24.77,30.33,37.97,43.13,49.34,51510,63090,78980,89710,102630,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,120,17.5,0.556,0.56,,,27.17,56510,1.3,19.4,24.5,28.6,31.36,31.36,40340,50960,59490,65240,65240,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,50,12.1,0.215,1.17,,,25.12,52260,1.5,18.77,23.07,23.69,27.81,38.25,39040,47980,49270,57840,79550,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,5460,1.5,25.348,0.64,,,28.39,59050,0.7,17.26,20.43,26.76,34.3,44.17,35900,42490,55660,71330,91870,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,480,5.7,2.238,0.58,,,39.27,81680,0.9,24.75,30.48,37.37,46.33,55.48,51470,63390,77740,96370,115400,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,110,14.7,0.526,1.03,,,21.36,44420,3.4,16.32,18.08,18.81,24.21,28.5,33940,37610,39120,50350,59270,,
11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,160,9.9,0.754,0.72,,,28.02,58280,1.9,18.88,23.53,29.47,31.45,35.47,39280,48940,61290,65410,73790,,
