AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4270,3.7,41.652,1.38,,15.68,32620,1.9,10.76,12.61,14.87,18.01,21.59,22390,26230,30920,37450,44910,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,120,29.6,1.143,1.08,,26.15,54390,6.4,15.47,18.15,26.5,33.73,38.13,32170,37750,55110,70150,79310,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,160,21.1,1.519,2.15,,25.95,53980,6.8,17.41,20.07,23.34,30.51,40.36,36200,41740,48550,63470,83950,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1980,4.6,19.297,1.32,,15.53,32310,2.7,10.86,12.98,14.91,18.35,21.61,22580,27000,31010,38180,44950,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,850,10.1,8.341,1.32,,12.98,27000,2.6,10.31,11.22,12.62,14.56,16.33,21440,23330,26250,30290,33970,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,1120,4.2,10.916,1.76,,15.43,32090,2.2,11.09,13.1,15.56,17.79,19.3,23070,27250,32370,37010,40140,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,1960,7.1,19.118,0.85,,15.29,31800,2.2,9.06,10.81,13.76,18.07,24.78,18850,22480,28620,37590,51550,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,140,12.8,1.333,0.9,,20.4,42420,3.6,13.15,15.67,18.44,23.83,30.51,27350,32600,38350,49570,63470,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,180,19.8,1.767,1.22,,12.69,26400,4.1,9,10.33,11.97,14.2,17.26,18720,21490,24890,29540,35910,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,240,21.4,2.296,1,,12.58,26170,3.1,8.52,9.72,11.75,14.37,17.93,17730,20220,24440,29890,37290,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,220,20,2.149,0.82,,14.31,29770,12.3,8.31,9.22,11.4,17.52,26.97,17280,19170,23710,36440,56090,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,50,23.7,0.487,1.47,,13.28,27630,3.5,8.82,10.36,12.57,14.72,18.94,18350,21550,26130,30620,39400,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,360,23.5,3.472,0.91,,13.25,27550,2.5,10.07,11.37,13.07,14.91,17.27,20950,23660,27180,31020,35930,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,220,16.6,2.142,0.97,,21.26,44220,2.8,11.37,16.29,21.59,26,29.47,23650,33880,44900,54090,61300,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,370,10.6,3.571,1.46,,15.13,31460,2.3,9.14,11.02,14.02,17.26,23.81,19000,22930,29170,35910,49520,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,60,13.8,0.542,0.74,,19.82,41220,4.8,11.62,16.34,20.36,23.61,27.36,24170,33980,42350,49110,56900,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,9650,5.9,94.21,0.96,,18.28,38020,2.9,9.48,10.72,13.12,20.96,32.97,19730,22300,27280,43600,68580,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,940,6.6,9.174,1.15,,21.8,45340,2.5,13.63,16.03,19.99,26,31.63,28350,33340,41590,54070,65790,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,170,13.6,1.682,0.99,,44.09,91700,17,21.63,25.13,32.13,48.35,78.98,44990,52280,66840,100570,164270,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,3410,16.2,33.316,1.36,,11.22,23340,1.7,8.78,9.9,10.96,12.11,14.05,18270,20580,22810,25180,29230,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,280,17.2,2.763,0.99,,16.85,35060,3.9,11.1,13.33,15.95,18.79,26.36,23080,27720,33180,39070,54840,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,160,16.7,1.521,0.87,,18,37450,3.6,10.88,13.83,17.22,21.61,27.71,22630,28770,35820,44960,57640,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,2790,7.7,27.24,0.93,,14.25,29650,3.1,9.23,10.45,12.13,15.96,21.64,19210,21730,25240,33200,45010,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,70,8.6,0.637,0.72,,21.22,44140,8.3,11.37,15.12,19.24,23.59,28.77,23640,31460,40030,49070,59840,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,200,18.3,1.982,0.71,,36.83,76600,8.3,18.75,26.08,31.22,41.58,66.04,39010,54250,64930,86480,137360,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,140,32.8,1.318,0.44,,43.15,89750,23.2,18.25,21.76,27.97,46.9,#,37960,45260,58180,97540,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,50,48.7,0.485,1.07,,24.01,49940,11.9,13.69,15.59,24.81,28.89,32.05,28470,32430,51610,60090,66670,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,310,13.6,3.031,0.43,,33.41,69500,5.2,15.33,21.24,29.09,39.62,57.29,31890,44170,60500,82420,119160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,250,18.4,2.478,1.19,,40.11,83440,5.1,13.9,27.11,36.98,50.59,66.29,28920,56390,76910,105220,137890,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,740,8.9,7.251,0.79,,30.06,62530,3.1,17.09,21.17,27.86,37.15,47.38,35540,44020,57940,77270,98550,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,30,34.2,0.311,0.72,,58.31,121280,10.4,34.17,40.12,48.92,85.81,94.32,71080,83460,101750,178480,196190,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,40,33.1,0.352,0.38,,13.41,27890,3.3,9.32,10.46,12.21,16.95,18.72,19390,21750,25410,35250,38940,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,30,16.3,0.327,0.4,,17.68,36770,8,10.73,12.21,14.47,23.08,29.87,22310,25400,30110,48000,62130,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,13710,2.1,133.832,1.01,,19.37,40290,0.9,12.02,15.16,18.38,22.95,28.55,25000,31520,38240,47730,59370,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,960,4.3,9.405,0.93,,28.05,58340,1.9,17.19,21.28,26.56,32.38,42.46,35760,44260,55240,67360,88320,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,70,32,0.656,1.42,,18.26,37980,5.2,12.29,14.48,18.07,22.4,25.74,25570,30120,37590,46590,53530,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,60,24.6,0.539,0.34,,19.84,41270,5.2,13.24,15.45,20.13,23.28,25.5,27530,32140,41860,48420,53050,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,270,6.4,2.644,0.83,,18.84,39180,1.5,15.35,16.63,18.4,21.4,24.21,31930,34580,38280,44500,50350,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1180,5.6,11.544,1.12,,20.4,42420,1.9,13.01,16.37,19.39,23.94,29.74,27070,34050,40330,49800,61870,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,60,10.7,0.559,0.58,,21.78,45300,2.1,15.13,19.3,21.95,24.44,28.59,31460,40150,45650,50840,59460,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,90,8.2,0.832,1.85,,16.77,34880,4,12.61,13.7,15.47,18.98,23.59,26230,28490,32170,39480,49070,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,300,8.9,2.925,0.97,,14.96,31110,2.5,12.28,13.29,14.8,16.94,18.6,25540,27650,30790,35220,38680,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,90,8.4,0.864,0.82,,17.72,36850,3,8.95,13.74,17.15,21.71,26.8,18620,28590,35680,45160,55750,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4051,Customer Service Representatives,detailed,1130,6,11.002,0.55,,18.25,37950,2.6,10.93,13.64,17.37,21.29,26.83,22730,28380,36140,44270,55810,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,60,10.5,0.571,0.6,,19.43,40420,3.5,9.68,15.32,19.69,24.68,26.18,20130,31870,40960,51340,54450,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4071,File Clerks,detailed,50,23.2,0.513,0.74,,15.65,32550,4.8,9.53,12.99,16.33,18.55,20.62,19810,27020,33960,38590,42890,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,390,37.7,3.791,2.08,,13.03,27090,5,9.93,10.81,12.48,15.25,17.32,20650,22470,25960,31710,36020,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4111,"Interviewers, Except Eligibility and Loan",detailed,240,3.9,2.362,1.84,,17.88,37190,2.4,13.09,14.94,17.24,20.01,24.02,27220,31080,35870,41630,49960,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4121,"Library Assistants, Clerical",detailed,190,9.7,1.884,3.22,,13.16,27370,2,8.6,10.38,13.15,15.68,18.2,17890,21600,27350,32610,37850,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4131,Loan Interviewers and Clerks,detailed,80,20.7,0.767,0.54,,19.27,40090,4.8,11.78,16.63,20.07,22.73,24.45,24510,34580,41740,47280,50860,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4141,New Accounts Clerks,detailed,110,43.8,1.085,3.67,,17.45,36290,2.5,13.68,15.27,17.27,19.48,22.68,28450,31760,35930,40520,47180,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4151,Order Clerks,detailed,70,32.6,0.643,0.69,,18.86,39240,3.9,11.33,15.63,18.66,22.87,26.97,23560,32510,38810,47570,56100,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,120,4.6,1.164,1.46,,19.87,41330,2.4,15.12,16.92,19.78,22.88,25.23,31440,35190,41140,47590,52470,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4171,Receptionists and Information Clerks,detailed,700,7.4,6.873,0.95,,14.32,29780,2.2,9.19,11.32,14.31,17.26,19.29,19120,23540,29770,35900,40120,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-4199,"Information and Record Clerks, All Other",detailed,50,16.4,0.509,0.49,,16.41,34140,4.8,8.93,11,15.05,19.88,24.92,18570,22870,31310,41360,51840,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5021,Couriers and Messengers,detailed,50,18.9,0.441,0.87,,14.58,30330,6.8,10.25,11.58,13.47,15.38,19.67,21320,24090,28020,31990,40910,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5031,Public Safety Telecommunicators,detailed,110,9.8,1.078,1.66,,21.06,43810,2.2,15.88,18.01,21.04,23.86,27.25,33020,37460,43770,49630,56680,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,100,7.4,0.94,0.69,,20.82,43310,2.5,16.13,17.5,19.73,23.33,27.39,33540,36400,41030,48520,56980,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5051,Postal Service Clerks,detailed,140,0,1.367,2.47,,23.54,48960,0.7,17.2,20.99,22.2,29.2,30.37,35770,43660,46170,60740,63170,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5052,Postal Service Mail Carriers,detailed,240,0,2.382,1.03,,24.71,51390,0.9,17.78,17.8,23.2,30.96,31.62,36990,37020,48250,64400,65760,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5061,"Production, Planning, and Expediting Clerks",detailed,360,8.2,3.559,1.41,,24.18,50300,4.3,16.43,18.58,22.46,28.19,36.59,34180,38640,46710,58640,76110,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,520,7.1,5.041,1.05,,16.58,34480,1.8,10.64,13.44,16.5,19.06,23.25,22140,27960,34320,39650,48360,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,40,23,0.357,0.86,,15.67,32590,4,12.37,13.21,14.64,18.34,21.71,25720,27480,30440,38140,45160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,250,5.6,2.427,0.66,,28.6,59490,1.9,20.49,24.72,28.05,31.63,37.82,42620,51420,58350,65780,78660,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-6012,Legal Secretaries and Administrative Assistants,detailed,60,40.3,0.592,0.52,,20.58,42800,2.9,15.94,18.24,20.98,23.34,25.3,33150,37930,43640,48550,52620,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-6013,Medical Secretaries and Administrative Assistants,detailed,770,4.1,7.485,1.82,,18.65,38790,1.8,14.59,16.32,18.32,21.03,23.92,30340,33940,38100,43740,49750,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1910,4.1,18.647,1.34,,18.89,39290,1.2,13.26,16.09,18.82,22.27,24.84,27570,33470,39150,46320,51670,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-9021,Data Entry Keyers,detailed,130,31.5,1.254,1.15,,13.55,28180,9.2,8.33,9.35,13.7,16.82,18.92,17330,19450,28500,34990,39340,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-9041,Insurance Claims and Policy Processing Clerks,detailed,60,32.5,0.537,0.31,,26.09,54280,6.4,16.65,19.87,25.71,31.85,37.05,34630,41330,53470,66240,77070,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,80,25.5,0.753,1.32,,14.59,30350,2.7,12.25,12.94,14.08,16.05,18.37,25480,26910,29300,33380,38210,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-9061,"Office Clerks, General",detailed,2450,4.3,23.897,1.19,,19.15,39840,1.4,12.41,15.55,18.62,22.97,27.33,25800,32350,38730,47770,56850,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,43-9071,"Office Machine Operators, Except Computer",detailed,50,27.9,0.443,1.42,,16.15,33590,4.8,8.83,13.97,16.72,19.02,21.99,18370,29050,34780,39560,45750,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,220,23.2,2.131,0.65,,16.75,34830,4.4,9.53,12.6,16.12,20.5,24.01,19830,26200,33530,42630,49940,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,70,37.4,0.635,0.32,,14.17,29470,2.8,9.35,12.52,14.52,16.74,18.35,19450,26030,30190,34830,38160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,40,22.1,0.418,1.68,,13.85,28810,4.5,8.41,9.57,13.63,17.16,20.12,17480,19910,28350,35690,41840,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,4190,3.9,40.906,0.97,,21.73,45200,1.3,13.98,16.83,20.9,25.56,30.49,29080,35020,43480,53160,63410,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,460,5.7,4.446,1.04,,30.18,62770,2.3,20.94,23.91,28.52,35.11,42.75,43550,49740,59320,73020,88920,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2021,Brickmasons and Blockmasons,detailed,90,22.6,0.893,2.16,,21.99,45740,5.2,15.51,18.61,22.28,25.6,29.41,32260,38710,46350,53240,61170,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2031,Carpenters,detailed,720,11.8,7.049,1.41,,22.11,45990,2,15.82,18.35,21.83,25.02,29.3,32900,38160,45400,52030,60950,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2051,Cement Masons and Concrete Finishers,detailed,60,21.8,0.624,0.47,,21.51,44730,5.1,14.07,16.99,21.03,25.64,30.64,29260,35330,43740,53330,63730,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2061,Construction Laborers,detailed,570,11.7,5.561,0.8,,18.47,38410,3.6,13.26,14.84,17.64,21.68,26.33,27580,30860,36690,45080,54780,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,220,20.6,2.11,0.76,,22.48,46760,4,16.48,18.91,22.08,25.98,29.97,34280,39330,45920,54030,62330,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2111,Electricians,detailed,350,8,3.463,0.74,,25.29,52600,2.4,16.63,20.41,24.71,29.7,35.49,34600,42450,51410,61780,73820,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2121,Glaziers,detailed,**,**,**,**,,15.02,31250,19.8,10.37,11.45,13.3,15.13,27.02,21570,23820,27660,31480,56210,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,240,14.8,2.386,1.51,,20.67,42990,4.9,14.43,16.9,20.22,24,28.7,30020,35150,42050,49910,59690,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,230,15.5,2.217,0.74,,23.08,48010,3,16.06,18.5,22.8,27.56,30.8,33410,38480,47420,57320,64060,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,120,14.9,1.181,1.34,,19.22,39980,4.8,14.11,16.2,19.03,22.4,24.5,29350,33700,39590,46600,50970,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,40,25.4,0.387,0.43,,20.84,43350,2.5,15.25,17.55,21.09,24.2,27.86,31730,36510,43860,50340,57960,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-2231,Solar Photovoltaic Installers,detailed,**,**,**,**,,22.6,47020,8,16.57,18.44,21.54,24.31,29.14,34460,38350,44800,50560,60600,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,**,**,**,**,,18.76,39020,4.2,15.36,16.7,18.79,21.44,23.35,31940,34740,39070,44600,48560,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-3012,Helpers--Carpenters,detailed,**,**,**,**,,13.42,27920,5.2,12.13,12.64,13.44,14.25,14.73,25240,26280,27960,29640,30650,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,**,**,**,**,,13.89,28900,7.6,10.45,11.87,13.8,16.1,17.97,21730,24690,28690,33480,37380,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,50,15.3,0.487,0.65,,20.23,42070,4.2,8.81,15.36,20.84,26.71,30.32,18330,31940,43340,55550,63070,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,430,5.3,4.213,4.1,,18.33,38120,2,13.16,15.32,17.83,21.02,24.28,27370,31860,37080,43720,50490,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,**,**,**,**,,18.23,37920,21.4,10.66,11.78,16.62,19.16,31.76,22170,24490,34570,39860,66070,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,3240,4,31.634,0.81,,23.29,48450,1.5,13.7,17.41,22.33,27.98,34.28,28490,36220,46440,58190,71290,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,280,7.5,2.731,0.83,,35.18,73180,2.8,21.94,26.7,33.15,42.89,53.95,45630,55530,68940,89220,112220,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,100,22.4,0.981,1.47,,24.32,50590,6.2,15.48,18.26,24.9,29.34,34.7,32210,37980,51790,61020,72170,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,**,**,**,**,,27.22,56630,7.9,14.25,19.95,27.68,35.4,39.3,29630,41500,57580,73630,81740,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,30,47,0.308,0.77,,27.62,57450,11.3,17.41,21.32,28.89,33.79,36.62,36210,44340,60090,70290,76160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,0,Cross-industry,cross-industry,1235,49-3021,Automotive Body and Related Repairers,detailed,100,25.2,0.97,0.99,,20.52,42670,5,13.45,16.12,19.25,26.18,28.85,27970,33520,40040,54450,60000,,
