PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4111,Tool and die makers,,2520,8.3,21.76,45260,1.6,13.61,17.25,22.21,26.30,29.83,28310,35880,46190,54710,62040,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4121,"Welders, cutters, solderers, and brazers",,11900,6.8,14.73,30650,2.5,8.27,10.15,13.62,18.07,23.42,17210,21110,28330,37580,48710,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,1050,16.1,14.92,31020,2.6,9.94,11.91,14.41,17.11,21.95,20680,24760,29970,35580,45650,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,780,10.7,14.72,30610,2.1,9.28,11.54,14.12,17.65,21.27,19310,24000,29370,36710,44240,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4192,"Lay-out workers, metal and plastic",,330,18.8,13.37,27810,8.2,7.61,8.55,10.84,18.29,22.22,15830,17790,22550,38050,46220,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,3030,11.8,11.89,24730,2.2,7.70,8.75,10.59,13.91,18.12,16020,18200,22030,28930,37690,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4194,"Tool grinders, filers, and sharpeners",,710,19.8,13.46,28000,3.5,8.73,10.06,12.37,16.07,20.68,18160,20920,25740,33430,43020,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-4199,"Metal workers and plastic workers, all other",,1250,13.9,14.86,30910,6.3,8.32,9.93,13.21,17.94,24.28,17310,20650,27480,37310,50510,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-5011,Bindery workers,,2760,11.3,12.84,26720,3.7,8.07,9.47,11.17,14.69,20.15,16780,19700,23230,30550,41900,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-5012,Bookbinders,,140,32.0,15.29,31800,10.2,9.65,11.58,15.27,17.43,23.64,20070,24090,31760,36250,49180,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-5021,Job printers,,1870,17.3,18.25,37960,5.7,9.01,12.15,17.14,22.23,31.07,18750,25280,35660,46240,64620,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-5022,Prepress technicians and workers,,3110,8.6,18.48,38440,3.0,9.74,12.28,17.08,23.74,30.34,20250,25550,35530,49380,63110,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-5023,Printing machine operators,,11020,6.6,16.01,33300,5.4,7.69,10.03,14.06,19.14,27.77,16000,20870,29250,39810,57760,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6011,Laundry and dry-cleaning workers,,8030,7.1,9.23,19200,1.6,7.22,7.68,8.68,10.29,12.15,15020,15980,18060,21390,25280,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6021,"Pressers, textile, garment, and related materials",,6020,8.4,8.66,18020,2.1,7.25,7.68,8.42,9.35,10.73,15090,15980,17520,19450,22320,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6031,Sewing machine operators,,39540,4.8,8.98,18670,1.2,7.20,7.58,8.33,9.49,11.66,14970,15770,17320,19740,24250,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6041,Shoe and leather workers and repairers,,270,45.3,9.64,20050,2.9,7.53,8.12,9.36,10.83,11.94,15650,16880,19460,22530,24830,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6042,Shoe machine operators and tenders,,410,46.8,10.42,21660,8.1,7.41,8.01,9.59,12.31,14.35,15410,16670,19950,25600,29850,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6051,"Sewers, hand",,820,22.4,9.87,20520,2.9,7.43,8.21,9.53,11.10,13.28,15450,17080,19820,23080,27610,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6052,"Tailors, dressmakers, and custom sewers",,1910,16.5,13.62,28320,4.3,7.87,9.61,12.33,16.31,19.81,16370,19990,25650,33920,41210,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6061,Textile bleaching and dyeing machine operators and tenders,,3760,10.9,9.63,20030,2.2,7.50,8.03,8.90,10.88,13.12,15600,16690,18520,22640,27280,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6062,"Textile cutting machine setters, operators, and tenders",,2290,12.2,9.92,20640,2.5,7.25,7.84,8.94,11.40,14.44,15090,16300,18590,23710,30030,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,2530,12.9,9.74,20260,3.8,7.52,8.05,8.92,10.87,13.87,15650,16730,18550,22600,28850,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,780,20.6,8.54,17760,1.8,7.29,7.70,8.32,9.03,10.33,15170,16010,17310,18780,21480,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,250,26.7,11.49,23900,5.5,7.66,9.12,10.87,12.89,16.55,15940,18980,22600,26810,34430,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6092,Fabric and apparel patternmakers,,1990,12.7,22.75,47310,3.9,10.37,14.18,23.20,30.08,35.41,21570,29490,48250,62560,73650,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6093,Upholsterers,,2560,12.2,12.29,25560,2.7,7.90,9.52,11.73,14.46,17.44,16430,19810,24400,30090,36270,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-6099,"Textile, apparel, and furnishings workers, all other",,1120,21.2,9.51,19790,7.4,7.04,7.36,8.29,9.78,15.48,14650,15310,17240,20340,32200,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7011,Cabinetmakers and bench carpenters,,5250,8.5,12.62,26250,3.6,7.56,8.82,11.24,15.08,20.44,15710,18340,23380,31370,42510,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7021,Furniture finishers,,1810,13.3,11.07,23030,3.3,7.66,8.37,9.87,12.73,16.37,15920,17420,20530,26470,34050,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7031,"Model makers, wood",,**,**,11.81,24560,7.6,8.96,9.47,10.32,12.47,17.54,18630,19690,21460,25930,36470,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7032,"Patternmakers, wood",,60,35.2,12.69,26380,16.5,7.66,8.87,10.21,12.90,25.85,15940,18450,21230,26820,53780,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7041,"Sawing machine setters, operators, and tenders, wood",,1100,15.7,11.47,23850,2.8,7.82,8.82,10.91,13.86,16.03,16260,18350,22700,28840,33350,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,2730,11.1,10.81,22480,1.7,7.74,8.89,10.35,11.96,14.53,16090,18490,21530,24880,30230,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-7099,"Woodworkers, all other",,530,28.7,10.34,21500,3.3,7.55,8.22,9.40,11.13,15.97,15710,17090,19540,23140,33210,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8012,Power distributors and dispatchers,,50,39.0,31.03,64530,10.5,20.55,24.23,28.63,40.58,45.39,42750,50400,59550,84400,94420,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8013,Power plant operators,,480,35.7,30.76,63990,3.9,22.70,26.22,30.76,34.76,38.94,47210,54530,63970,72290,80990,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8021,Stationary engineers and boiler operators,,1120,10.0,25.45,52930,6.0,13.22,21.28,26.54,30.52,34.67,27500,44270,55200,63480,72120,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8031,Water and liquid waste treatment plant and system operators,,2200,25.2,25.37,52760,3.4,18.48,20.97,24.92,29.50,34.65,38440,43620,51830,61350,72070,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8091,Chemical plant and system operators,,350,29.5,23.29,48440,6.0,12.11,17.25,25.30,28.66,31.90,25190,35890,52620,59610,66360,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8092,Gas plant operators,,**,**,30.68,63820,8.5,22.24,26.71,30.89,35.17,40.01,46260,55550,64250,73160,83230,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,1650,12.2,28.36,58990,2.4,19.72,24.13,29.62,33.54,35.93,41010,50200,61600,69760,74740,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-8099,"Plant and system operators, all other",,380,27.0,21.11,43900,5.7,12.96,14.99,22.13,26.34,28.72,26950,31170,46020,54780,59740,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9011,Chemical equipment operators and tenders,,450,17.9,19.99,41590,3.8,12.54,16.29,20.22,23.58,27.65,26080,33870,42060,49040,57510,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,870,11.3,20.89,43450,4.2,12.31,16.08,21.15,26.31,29.34,25600,33440,43980,54720,61030,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,970,17.2,14.77,30730,6.0,8.35,10.09,13.24,17.01,25.49,17360,20980,27530,35380,53020,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9022,"Grinding and polishing workers, hand",,3580,11.1,10.42,21670,2.4,7.39,8.06,9.40,11.73,15.01,15360,16770,19560,24400,31210,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9023,"Mixing and blending machine setters, operators, and tenders",,4860,7.2,12.86,26760,3.9,7.39,8.87,12.41,15.62,19.33,15360,18440,25820,32500,40200,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9031,"Cutters and trimmers, hand",,4160,7.5,9.95,20690,2.7,7.50,8.00,8.80,10.98,14.48,15610,16640,18310,22840,30110,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9032,"Cutting and slicing machine setters, operators, and tenders",,2790,8.7,12.26,25490,2.2,8.03,9.40,11.35,14.60,18.35,16700,19550,23610,30370,38170,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,2470,17.7,11.92,24790,2.6,7.92,9.13,11.13,13.82,17.61,16470,18990,23160,28740,36620,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,390,19.8,13.58,28240,3.2,8.74,10.27,12.44,15.81,20.86,18180,21360,25880,32890,43400,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9061,"Inspectors, testers, sorters, samplers, and weighers",,23280,3.7,14.74,30670,2.1,7.85,9.06,13.02,18.26,24.99,16320,18850,27090,37980,51990,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9071,Jewelers and precious stone and metal workers,,1820,11.9,12.40,25790,5.7,7.64,8.53,11.02,14.97,18.72,15880,17740,22920,31150,38940,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9081,Dental laboratory technicians,,1710,13.0,17.29,35960,5.6,8.74,11.68,15.66,20.97,27.99,18180,24290,32580,43620,58210,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9082,Medical appliance technicians,,530,31.9,19.27,40080,7.6,11.85,14.22,17.56,23.63,30.09,24650,29570,36510,49140,62580,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9083,Ophthalmic laboratory technicians,,730,22.5,13.20,27450,10.9,7.79,8.51,10.17,17.03,21.45,16210,17700,21150,35420,44620,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9111,Packaging and filling machine operators and tenders,,18110,5.4,11.49,23900,3.1,7.36,8.02,9.42,13.06,20.17,15310,16690,19580,27170,41950,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,4490,6.2,12.43,25860,2.1,7.79,8.93,11.02,15.14,19.23,16200,18560,22920,31490,39990,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9122,"Painters, transportation equipment",,2240,8.5,20.25,42120,3.4,11.91,14.00,19.06,25.02,31.01,24760,29110,39640,52030,64490,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9123,"Painting, coating, and decorating workers",,1250,12.9,10.64,22130,3.0,7.47,8.21,9.62,11.75,15.43,15540,17070,20000,24440,32100,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9131,Photographic process workers,,2390,25.0,14.87,30940,11.0,7.67,8.44,12.20,19.05,29.18,15960,17560,25380,39630,60700,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9132,Photographic processing machine operators,,2110,10.4,16.28,33860,7.7,8.06,9.28,12.76,21.81,32.19,16760,19300,26550,45360,66960,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9141,Semiconductor processors,,2540,16.0,19.44,40440,7.8,9.01,12.77,16.40,22.22,37.64,18740,26570,34110,46210,78290,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9191,Cementing and gluing machine operators and tenders,,1310,11.3,10.81,22490,3.0,7.46,8.12,9.52,12.76,16.78,15510,16890,19810,26540,34890,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,740,14.4,10.06,20930,3.2,7.37,7.86,8.64,10.50,15.89,15330,16350,17960,21840,33050,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9193,Cooling and freezing equipment operators and tenders,,360,27.4,15.91,33100,7.0,9.22,10.89,18.16,20.30,21.63,19170,22660,37770,42230,44980,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9194,Etchers and engravers,,470,30.2,12.99,27020,6.8,8.14,9.70,12.45,15.49,18.60,16930,20170,25900,32220,38680,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9195,"Molders, shapers, and casters, except metal and plastic",,1940,16.7,12.09,25140,6.1,7.55,8.23,9.79,14.48,20.00,15710,17120,20370,30110,41600,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9196,"Paper goods machine setters, operators, and tenders",,4020,8.9,15.06,31330,2.9,8.34,10.78,14.01,19.01,22.92,17350,22410,29140,39540,47680,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9198,Helpers--production workers,,20490,4.1,9.74,20270,1.1,7.33,7.89,8.83,10.84,13.58,15260,16410,18370,22550,28240,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",51-9199,"Production workers, all other",,16390,10.9,10.75,22360,2.2,7.36,7.89,8.81,11.96,17.07,15310,16410,18320,24870,35510,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-0000,Transportation and material moving occupations,major,413440,2.5,13.59,28270,2.3,7.43,8.31,10.96,16.51,22.26,15450,17280,22800,34330,46310,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-1011,Aircraft cargo handling supervisors,,790,36.2,24.28,50490,10.5,13.08,16.74,25.05,31.47,34.87,27200,34820,52100,65460,72530,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,9660,4.2,19.97,41540,1.2,12.19,14.88,18.96,23.90,29.65,25350,30950,39440,49720,61680,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,8280,6.8,25.47,52980,3.7,14.32,18.33,24.17,31.78,39.72,29790,38130,50270,66100,82610,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-2011,"Airline pilots, copilots, and flight engineers",,2560,5.2,*,***,***,*,*,*,*,*,***,***,***,***,***,True,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-2012,Commercial pilots,,890,17.1,*,66760,8.2,*,*,*,*,*,22550,40370,56330,90880,126260,True,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-2021,Air traffic controllers,,700,12.0,54.05,112430,10.3,26.80,39.81,58.76,69.78,#,55740,82810,122220,145140,#,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-2022,Airfield operations specialists,,80,18.1,26.53,55180,3.5,16.66,19.97,24.22,33.23,38.87,34660,41530,50370,69120,80840,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,490,18.2,13.82,28760,6.5,8.32,10.03,12.84,16.40,22.88,17300,20850,26710,34120,47600,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3021,"Bus drivers, transit and intercity",,**,**,16.47,34250,2.3,11.26,14.06,16.20,19.20,21.80,23410,29250,33690,39930,45330,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3022,"Bus drivers, school",,8710,18.7,15.13,31480,4.7,10.34,12.14,14.07,17.42,22.58,21500,25250,29270,36230,46980,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3031,Driver/sales workers,,14970,6.9,11.48,23880,3.5,7.10,7.47,8.80,14.12,19.20,14770,15530,18310,29380,39930,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3032,"Truck drivers, heavy and tractor-trailer",,40250,3.9,17.97,37370,1.0,12.29,14.93,17.60,20.84,24.11,25570,31050,36610,43340,50150,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3033,"Truck drivers, light or delivery services",,39970,4.3,13.13,27320,1.5,7.98,9.43,12.01,15.96,20.51,16590,19610,24980,33190,42650,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3041,Taxi drivers and chauffeurs,,7610,6.5,11.64,24210,3.2,7.64,8.63,10.36,13.35,17.67,15880,17950,21550,27780,36750,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-3099,"Motor vehicle operators, all other",,3770,13.5,12.52,26040,5.4,7.57,8.28,9.93,13.48,22.05,15740,17220,20650,28040,45860,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-4011,Locomotive engineers,,40,44.0,21.63,44980,2.4,17.71,19.28,21.79,24.77,26.76,36830,40100,45310,51530,55670,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-4021,"Railroad brake, signal, and switch operators",,200,23.0,11.93,24820,2.8,9.57,10.45,11.89,13.26,14.08,19900,21740,24730,27580,29290,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-5011,Sailors and marine oilers,,940,36.3,16.32,33950,7.7,8.25,9.91,13.85,21.90,27.02,17160,20610,28800,45560,56200,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-5021,"Captains, mates, and pilots of water vessels",,500,13.7,21.83,45400,4.3,10.49,14.56,21.16,27.05,35.14,21820,30290,44020,56260,73080,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-5022,Motorboat operators,,120,31.2,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-5031,Ship engineers,,250,33.3,27.84,57910,3.3,18.40,22.40,26.02,30.82,42.96,38270,46590,54120,64100,89350,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-6021,Parking lot attendants,,10690,9.8,8.49,17650,1.2,7.09,7.41,8.12,9.00,10.61,14740,15410,16880,18720,22080,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-6031,Service station attendants,,**,**,11.21,23320,6.3,7.41,8.12,10.13,14.59,16.50,15410,16900,21080,30350,34330,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-6051,Transportation inspectors,,770,12.7,29.64,61660,12.6,8.19,16.57,27.46,44.28,54.10,17030,34460,57120,92100,112530,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-6099,"Transportation workers, all other",,2860,12.4,17.79,37000,3.0,11.32,13.38,18.60,21.07,24.21,23540,27830,38680,43820,50350,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7011,Conveyor operators and tenders,,1640,18.4,14.32,29790,3.2,8.70,11.44,14.23,16.99,20.66,18100,23790,29600,35330,42970,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7032,Excavating and loading machine and dragline operators,,380,20.8,23.05,47940,6.4,11.30,14.57,22.99,30.49,37.10,23500,30300,47820,63430,77160,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7041,Hoist and winch operators,,**,**,29.76,61890,5.8,23.99,29.48,31.64,33.82,35.12,49890,61320,65810,70340,73060,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7051,Industrial truck and tractor operators,,26320,14.1,17.01,35390,9.6,9.33,11.26,14.80,21.32,30.47,19400,23430,30790,44350,63380,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7061,Cleaners of vehicles and equipment,,19770,4.2,9.31,19360,1.5,7.16,7.51,8.35,10.14,13.22,14880,15620,17370,21090,27510,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7062,"Laborers and freight, stock, and material movers, hand",,120820,3.5,10.89,22650,1.7,7.34,7.98,9.31,12.08,16.89,15270,16590,19360,25120,35130,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7063,Machine feeders and offbearers,,5370,6.8,10.54,21920,1.8,7.52,8.19,9.45,11.62,15.72,15650,17030,19650,24160,32700,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7064,"Packers and packagers, hand",,51690,4.3,8.70,18090,0.9,7.15,7.47,8.15,8.90,11.01,14870,15540,16940,18510,22900,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7072,"Pump operators, except wellhead pumpers",,**,**,20.79,43230,4.8,14.41,15.93,22.55,25.09,26.90,29970,33140,46910,52180,55950,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7073,Wellhead pumpers,,70,29.7,19.36,40260,3.1,15.04,18.12,19.86,21.60,22.66,31290,37690,41310,44930,47120,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7081,Refuse and recyclable material collectors,,4850,6.8,17.98,37390,4.7,12.72,14.70,16.48,20.16,27.73,26460,30570,34290,41930,57680,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7121,"Tank car, truck, and ship loaders",,**,**,18.68,38860,7.2,11.81,13.15,17.84,21.49,30.67,24570,27350,37110,44700,63800,,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",53-7199,"Material moving workers, all other",,4040,21.4,15.76,32780,13.8,7.89,9.28,10.97,22.01,31.10,16410,19310,22810,45780,64680,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",00-0000,All Occupations,,2827470,0.5,25.21,52430,0.5,8.52,12.18,19.81,33.27,50.04,17730,25330,41210,69190,104070,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-0000,Management occupations,major,179880,1.1,52.45,109090,0.6,25.67,36.81,50.66,64.11,#,53400,76570,105370,133350,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-1011,Chief executives,,5630,3.6,78.47,163220,1.1,41.99,64.19,#,#,#,87340,133510,#,#,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-1021,General and operations managers,,54790,1.4,57.94,120520,0.7,27.94,39.66,54.79,#,#,58110,82500,113970,#,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-1031,Legislators,,**,**,*,30020,11.6,*,*,*,*,*,12300,13350,15100,44880,68640,True,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-2011,Advertising and promotions managers,,940,10.1,35.72,74310,3.1,18.36,22.46,32.48,46.39,57.63,38180,46720,67560,96490,119860,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-2021,Marketing managers,,3690,4.5,52.23,108630,1.7,25.94,34.90,49.33,66.03,#,53950,72590,102610,137350,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-2022,Sales managers,,5320,3.6,52.77,109750,1.7,21.98,30.46,47.39,#,#,45710,63360,98570,#,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-2031,Public relations managers,,1990,7.9,60.16,125140,3.0,28.54,39.68,57.12,#,#,59360,82530,118810,#,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3011,Administrative services managers,,9840,4.9,38.01,79060,1.9,19.68,25.94,35.78,47.20,59.70,40930,53950,74410,98180,124180,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3021,Computer and information systems managers,,13290,8.1,59.11,122950,1.4,38.47,47.74,57.08,68.91,#,80030,99290,118730,143340,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3031,Financial managers,,13000,2.0,52.98,110190,1.1,29.47,40.69,51.82,62.36,#,61300,84630,107780,129700,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3041,Compensation and benefits managers,,1490,4.5,40.43,84090,1.9,22.60,28.34,37.13,46.50,64.54,47010,58950,77230,96720,134250,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3042,Training and development managers,,1040,9.7,50.32,104660,4.6,23.53,32.03,47.04,65.30,#,48940,66620,97850,135830,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3049,"Human resources managers, all other",,1850,2.7,54.40,113160,1.6,32.66,44.05,54.84,63.10,#,67930,91620,114060,131250,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3051,Industrial production managers,,900,7.4,46.19,96080,2.5,25.14,32.40,42.33,55.14,#,52280,67390,88050,114690,#,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3061,Purchasing managers,,2920,2.0,51.85,107840,1.5,34.95,44.49,52.98,59.99,68.85,72690,92540,110200,124770,143210,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-3071,"Transportation, storage, and distribution managers",,1370,2.9,44.88,93350,1.2,26.84,35.00,43.67,54.61,66.73,55840,72800,90820,113580,138800,,,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-9021,Construction managers,,5840,9.2,46.45,96610,1.8,26.64,32.50,43.13,55.11,#,55410,67600,89700,114630,#,,,
